number,corrected_refusals,kl,p.direction_scope,p.direction_index,p.attn.o_proj.max_weight,p.attn.o_proj.max_weight_position,p.attn.o_proj.min_weight,p.attn.o_proj.min_weight_distance,p.mlp.down_proj.max_weight,p.mlp.down_proj.max_weight_position,p.mlp.down_proj.min_weight,p.mlp.down_proj.min_weight_distance,direction_index_eff,abl_params,duration_s
56,96,0.0013479082845151424,global,38.14275740584639,1.4688189561885374,45.921792152519146,0.30988888991363694,6.255437806117127,1.1651524774595807,41.36636763795114,0.35463413404787414,5.886798062346417,38.14275740584639,"{""attn.o_proj"": {""max_weight"": 1.4688189561885374, ""max_weight_position"": 45.921792152519146, ""min_weight"": 0.4551706758173728, ""min_weight_distance"": 6.255437806117127}, ""mlp.down_proj"": {""max_weight"": 1.1651524774595807, ""max_weight_position"": 41.36636763795114, ""min_weight"": 0.4132028398776136, ""min_weight_distance"": 5.886798062346417}}",13.248174
57,88,0.007910489104688168,per layer,30.586423263772943,1.3749544886389322,44.100777532485104,0.17231372804156564,21.543362271039832,0.19345080063046738,31.740337131841493,0.41679066507472884,13.88134967660555,,"{""attn.o_proj"": {""max_weight"": 1.3749544886389322, ""max_weight_position"": 44.100777532485104, ""min_weight"": 0.23692353382485892, ""min_weight_distance"": 21.543362271039832}, ""mlp.down_proj"": {""max_weight"": 0.19345080063046738, ""max_weight_position"": 31.740337131841493, ""min_weight"": 0.08062848785401128, ""min_weight_distance"": 13.88134967660555}}",13.901621
58,52,0.12778085470199585,per layer,40.152229809377644,0.9822008771775055,29.039957049912342,0.6786047308856499,4.809321506641856,1.3051969775316312,31.682130278182054,0.615137672033594,14.165996240019785,,"{""attn.o_proj"": {""max_weight"": 0.9822008771775055, ""max_weight_position"": 29.039957049912342, ""min_weight"": 0.6665261619326903, ""min_weight_distance"": 4.809321506641856}, ""mlp.down_proj"": {""max_weight"": 1.3051969775316312, ""max_weight_position"": 31.682130278182054, ""min_weight"": 0.8028758303040908, ""min_weight_distance"": 14.165996240019785}}",13.487332
59,83,0.0070855808444321156,per layer,23.44505402202606,0.9140407262271384,37.234499068830424,0.19806400799400048,27.7249000183254,0.13853397475972695,33.614878898431776,0.7051025221187837,9.57752301962177,,"{""attn.o_proj"": {""max_weight"": 0.9140407262271384, ""max_weight_position"": 37.234499068830424, ""min_weight"": 0.18103856970629395, ""min_weight_distance"": 27.7249000183254}, ""mlp.down_proj"": {""max_weight"": 0.13853397475972695, ""max_weight_position"": 33.614878898431776, ""min_weight"": 0.0976806550022234, ""min_weight_distance"": 9.57752301962177}}",13.988863
60,54,0.028147006407380104,per layer,35.415687601328514,1.422819125358103,35.941604785695034,0.5741802634567652,24.196443074995685,-0.08712812520317086,40.99723130185444,0.9867023446871426,26.98285862518095,,"{""attn.o_proj"": {""max_weight"": 1.422819125358103, ""max_weight_position"": 35.941604785695034, ""min_weight"": 0.8169546602494399, ""min_weight_distance"": 24.196443074995685}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 40.99723130185444, ""min_weight"": 0.0, ""min_weight_distance"": 26.98285862518095}}",14.257301
61,30,0.0806507021188736,per layer,33.5422301420519,1.431791526718432,33.175433091290024,0.7197518139017226,23.949897249831157,0.13343494403760733,41.93149968940775,0.8696007715277502,27.33368189831007,,"{""attn.o_proj"": {""max_weight"": 1.431791526718432, ""max_weight_position"": 33.175433091290024, ""min_weight"": 1.0305345484847082, ""min_weight_distance"": 23.949897249831157}, ""mlp.down_proj"": {""max_weight"": 0.13343494403760733, ""max_weight_position"": 41.93149968940775, ""min_weight"": 0.1160351302838655, ""min_weight_distance"": 27.33368189831007}}",14.300116
62,27,0.125539630651474,per layer,31.96719024708206,1.3695692695724053,33.4350321326566,0.6492800342306378,23.55640653911801,0.2569541818676031,39.06703956128866,0.9249119361998679,27.02513706113401,,"{""attn.o_proj"": {""max_weight"": 1.3695692695724053, ""max_weight_position"": 33.4350321326566, ""min_weight"": 0.889233982229201, ""min_weight_distance"": 23.55640653911801}, ""mlp.down_proj"": {""max_weight"": 0.2569541818676031, ""max_weight_position"": 39.06703956128866, ""min_weight"": 0.23765998986581777, ""min_weight_distance"": 27.02513706113401}}",14.499932
63,41,0.04123324528336525,per layer,33.36141427118734,1.368085971127638,33.129690460121125,0.728637995831406,24.652558845885412,-0.17727924832504405,41.67088668755395,0.9607876277982573,25.782720331956096,,"{""attn.o_proj"": {""max_weight"": 1.368085971127638, ""max_weight_position"": 33.129690460121125, ""min_weight"": 0.9968394201275049, ""min_weight_distance"": 24.652558845885412}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 41.67088668755395, ""min_weight"": 0.0, ""min_weight_distance"": 25.782720331956096}}",13.531585
64,24,0.10149280726909637,per layer,19.507640308738825,1.2810446907520194,28.972551821428773,0.3745529391877453,15.365816874560883,1.285416269851781,31.213478950481715,0.4538740683758052,11.99296679006795,,"{""attn.o_proj"": {""max_weight"": 1.2810446907520194, ""max_weight_position"": 28.972551821428773, ""min_weight"": 0.4798190541520251, ""min_weight_distance"": 15.365816874560883}, ""mlp.down_proj"": {""max_weight"": 1.285416269851781, ""max_weight_position"": 31.213478950481715, ""min_weight"": 0.5834171119540797, ""min_weight_distance"": 11.99296679006795}}",13.988695
65,38,0.12107811123132706,per layer,20.3761294558521,1.348055543603765,28.504442487757192,0.38977088117858205,8.471149841712723,1.149413049275086,28.797944498014708,0.3251901885176739,13.280413193426837,,"{""attn.o_proj"": {""max_weight"": 1.348055543603765, ""max_weight_position"": 28.504442487757192, ""min_weight"": 0.5254327971081119, ""min_weight_distance"": 8.471149841712723}, ""mlp.down_proj"": {""max_weight"": 1.149413049275086, ""max_weight_position"": 28.797944498014708, ""min_weight"": 0.3737778461784396, ""min_weight_distance"": 13.280413193426837}}",13.65415
66,25,0.20737327635288239,per layer,33.76488069425695,0.8041601251987367,40.45904627762041,0.9368917204404226,27.83849762910004,0.9320896612350721,35.344103587265316,0.26366050392421453,26.238290026162154,,"{""attn.o_proj"": {""max_weight"": 0.8041601251987367, ""max_weight_position"": 40.45904627762041, ""min_weight"": 0.75341096320703, ""min_weight_distance"": 27.83849762910004}, ""mlp.down_proj"": {""max_weight"": 0.9320896612350721, ""max_weight_position"": 35.344103587265316, ""min_weight"": 0.24575522978378952, ""min_weight_distance"": 26.238290026162154}}",14.209215
67,3,0.3711971044540405,per layer,24.131014283270613,1.2204785271254626,29.5559308805703,0.35052853830294844,23.898507339228438,1.4215356386474307,31.719816224858935,0.4740769634344039,18.2896055071092,,"{""attn.o_proj"": {""max_weight"": 1.2204785271254626, ""max_weight_position"": 29.5559308805703, ""min_weight"": 0.4278125541434238, ""min_weight_distance"": 23.898507339228438}, ""mlp.down_proj"": {""max_weight"": 1.4215356386474307, ""max_weight_position"": 31.719816224858935, ""min_weight"": 0.6739172989837601, ""min_weight_distance"": 18.2896055071092}}",14.407766
68,50,0.03363978862762451,per layer,19.88928188063458,1.4074623550213572,31.97939055002259,0.5317255631427557,19.041622756624136,1.4709200742542834,34.39478177768761,0.4545821558180823,8.013368848848858,,"{""attn.o_proj"": {""max_weight"": 1.4074623550213572, ""max_weight_position"": 31.97939055002259, ""min_weight"": 0.7483837133259602, ""min_weight_distance"": 19.041622756624136}, ""mlp.down_proj"": {""max_weight"": 1.4709200742542834, ""max_weight_position"": 34.39478177768761, ""min_weight"": 0.6686540183906059, ""min_weight_distance"": 8.013368848848858}}",13.754426
69,68,0.012176052667200565,global,23.69310774775212,1.3000365118275883,28.69443942056069,0.4147033174196033,16.7776770305691,0.9266993504138672,32.76704745365084,0.6032523923123216,11.735320778633753,23.69310774775212,"{""attn.o_proj"": {""max_weight"": 1.3000365118275883, ""max_weight_position"": 28.69443942056069, ""min_weight"": 0.5391294542215103, ""min_weight_distance"": 16.7776770305691}, ""mlp.down_proj"": {""max_weight"": 0.9266993504138672, ""max_weight_position"": 32.76704745365084, ""min_weight"": 0.5590336000914399, ""min_weight_distance"": 11.735320778633753}}",14.158799
70,74,0.0046861739829182625,global,30.29842305168844,1.4618727462610663,31.0444226970261,0.7773491688237811,23.67504161317337,-0.11634654403045147,45.076844146268556,0.7850890363163516,23.35323648490595,30.29842305168844,"{""attn.o_proj"": {""max_weight"": 1.4618727462610663, ""max_weight_position"": 31.0444226970261, ""min_weight"": 1.1363855642321783, ""min_weight_distance"": 23.67504161317337}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 45.076844146268556, ""min_weight"": 0.0, ""min_weight_distance"": 23.35323648490595}}",13.632387
71,39,0.04828162491321564,per layer,35.45338062782221,1.367470711234448,34.16938953492625,0.8401196498061951,27.930136222141332,-0.17970006573154862,46.45180437517993,0.8345026477042169,18.819449694709757,,"{""attn.o_proj"": {""max_weight"": 1.367470711234448, ""max_weight_position"": 34.16938953492625, ""min_weight"": 1.148839015042513, ""min_weight_distance"": 27.930136222141332}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 46.45180437517993, ""min_weight"": 0.0, ""min_weight_distance"": 18.819449694709757}}",13.661689
72,73,0.01347048394382,per layer,29.478850661671075,0.9866365248755694,33.84858999439033,0.7215076037462839,20.32109377894922,-0.024046281364079936,43.74866818587732,0.21784474453829508,8.600018558479364,,"{""attn.o_proj"": {""max_weight"": 0.9866365248755694, ""max_weight_position"": 33.84858999439033, ""min_weight"": 0.7118657548315329, ""min_weight_distance"": 20.32109377894922}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 43.74866818587732, ""min_weight"": 0.0, ""min_weight_distance"": 8.600018558479364}}",13.383052
73,63,0.006615481339395046,global,24.82858155479824,1.4563350983263383,32.8442167026081,0.6868275907722108,21.869359407305847,-0.061604837223795214,44.923131960874876,0.6931816692826727,21.299991959822485,24.82858155479824,"{""attn.o_proj"": {""max_weight"": 1.4563350983263383, ""max_weight_position"": 32.8442167026081, ""min_weight"": 1.0002511269404897, ""min_weight_distance"": 21.869359407305847}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 44.923131960874876, ""min_weight"": 0.0, ""min_weight_distance"": 21.299991959822485}}",13.387636
74,1,0.41798245906829834,per layer,20.67515309266903,1.1910629598313938,29.9198361803252,0.25408503562802176,21.046445280498684,1.3822387259649074,30.396903165713187,0.4562695852470085,24.41078517785663,,"{""attn.o_proj"": {""max_weight"": 1.1910629598313938, ""max_weight_position"": 29.9198361803252, ""min_weight"": 0.30263127458397676, ""min_weight_distance"": 21.046445280498684}, ""mlp.down_proj"": {""max_weight"": 1.3822387259649074, ""max_weight_position"": 30.396903165713187, ""min_weight"": 0.6306734902083617, ""min_weight_distance"": 24.41078517785663}}",14.553603
75,13,0.24867969751358032,per layer,24.450380258293745,1.4812430724059726,31.70221080778202,0.5909341852152197,20.477411426307647,0.7984987036728604,33.190110657094415,0.4648449604348312,19.816354935222094,,"{""attn.o_proj"": {""max_weight"": 1.4812430724059726, ""max_weight_position"": 31.70221080778202, ""min_weight"": 0.875317168097912, ""min_weight_distance"": 20.477411426307647}, ""mlp.down_proj"": {""max_weight"": 0.7984987036728604, ""max_weight_position"": 33.190110657094415, ""min_weight"": 0.3711780983160748, ""min_weight_distance"": 19.816354935222094}}",14.451473
76,18,0.1635335087776184,per layer,22.975484769168315,1.4285965538418637,36.51299594336317,0.7362453877221893,22.163326378208673,0.8063365505150897,34.21323233498193,0.2683592568892851,20.058839178841655,,"{""attn.o_proj"": {""max_weight"": 1.4285965538418637, ""max_weight_position"": 36.51299594336317, ""min_weight"": 1.0517976236818865, ""min_weight_distance"": 22.163326378208673}, ""mlp.down_proj"": {""max_weight"": 0.8063365505150897, ""max_weight_position"": 34.21323233498193, ""min_weight"": 0.21638787749889896, ""min_weight_distance"": 20.058839178841655}}",14.256381
77,6,0.3426211178302765,per layer,19.913413771562883,1.2285940008159644,30.26903516192973,0.3765861586441173,14.079826631212605,1.0291235747703453,30.006152160554944,0.9177020599959079,16.558144856277448,,"{""attn.o_proj"": {""max_weight"": 1.2285940008159644, ""max_weight_position"": 30.26903516192973, ""min_weight"": 0.46267149530049156, ""min_weight_distance"": 14.079826631212605}, ""mlp.down_proj"": {""max_weight"": 1.0291235747703453, ""max_weight_position"": 30.006152160554944, ""min_weight"": 0.9444288245570986, ""min_weight_distance"": 16.558144856277448}}",14.077017
78,60,0.010967698879539967,global,22.947701049283914,1.4124124196998253,37.509916914271365,0.7866903124946591,24.463752895668428,0.8810788318232207,34.739502659452675,0.02639821994817601,18.50692979473141,22.947701049283914,"{""attn.o_proj"": {""max_weight"": 1.4124124196998253, ""max_weight_position"": 37.509916914271365, ""min_weight"": 1.1111311678249933, ""min_weight_distance"": 24.463752895668428}, ""mlp.down_proj"": {""max_weight"": 0.8810788318232207, ""max_weight_position"": 34.739502659452675, ""min_weight"": 0.02325891279415136, ""min_weight_distance"": 18.50692979473141}}",14.129833
79,89,0.016499880701303482,global,20.370476798772508,1.4703124305671467,38.22060646770129,0.9301106569318888,19.739117172750845,0.8724034233275506,35.16896576065768,0.1089193363543192,14.55481213399202,20.370476798772508,"{""attn.o_proj"": {""max_weight"": 1.4703124305671467, ""max_weight_position"": 38.22060646770129, ""min_weight"": 1.3675532606899308, ""min_weight_distance"": 19.739117172750845}, ""mlp.down_proj"": {""max_weight"": 0.8724034233275506, ""max_weight_position"": 35.16896576065768, ""min_weight"": 0.09502160190207301, ""min_weight_distance"": 14.55481213399202}}",13.870448
80,38,0.020555885508656502,global,26.430860838412972,1.463490559105661,35.665721897417804,0.5936887683095101,27.62967480820264,1.0287775592724588,39.34596735596659,0.060978286861313374,27.747996178301612,26.430860838412972,"{""attn.o_proj"": {""max_weight"": 1.463490559105661, ""max_weight_position"": 35.665721897417804, ""min_weight"": 0.8688579074680363, ""min_weight_distance"": 27.62967480820264}, ""mlp.down_proj"": {""max_weight"": 1.0287775592724588, ""max_weight_position"": 39.34596735596659, ""min_weight"": 0.06273309312579782, ""min_weight_distance"": 27.747996178301612}}",14.635718
81,48,0.020171117037534714,global,26.411567469217285,1.3334811944647016,32.573265211501976,0.48140079695582555,27.038342109897805,0.9606616118426186,43.33515475300127,0.23093524842016758,27.464342621862937,26.411567469217285,"{""attn.o_proj"": {""max_weight"": 1.3334811944647016, ""max_weight_position"": 32.573265211501976, ""min_weight"": 0.6419389097409135, ""min_weight_distance"": 27.038342109897805}, ""mlp.down_proj"": {""max_weight"": 0.9606616118426186, ""max_weight_position"": 43.33515475300127, ""min_weight"": 0.22185062797859373, ""min_weight_distance"": 27.464342621862937}}",14.303894
82,67,0.018444417044520378,global,26.287861374015378,1.4194245750020649,41.278638679121045,0.43932500666235974,24.099793496384432,1.1059072272772952,39.076322643638534,0.008178679011772952,28.102728441337792,26.287861374015378,"{""attn.o_proj"": {""max_weight"": 1.4194245750020649, ""max_weight_position"": 41.278638679121045, ""min_weight"": 0.6235887108694993, ""min_weight_distance"": 24.099793496384432}, ""mlp.down_proj"": {""max_weight"": 1.1059072272772952, ""max_weight_position"": 39.076322643638534, ""min_weight"": 0.009044860228700834, ""min_weight_distance"": 28.102728441337792}}",14.263563
83,9,0.2937128245830536,per layer,22.423834766334537,1.1389446935792722,28.367857136997873,0.31011293258475797,20.195014498654608,1.1460762769028157,31.112502982096604,0.2830093604070831,23.139967040773026,,"{""attn.o_proj"": {""max_weight"": 1.1389446935792722, ""max_weight_position"": 28.367857136997873, ""min_weight"": 0.35320147897771664, ""min_weight_distance"": 20.195014498654608}, ""mlp.down_proj"": {""max_weight"": 1.1460762769028157, ""max_weight_position"": 31.112502982096604, ""min_weight"": 0.3243503141039969, ""min_weight_distance"": 23.139967040773026}}",14.515638
84,19,0.1346425563097,per layer,32.01475815398984,1.4631866148378108,35.552886329323655,0.6525981066913722,27.171648844648274,1.0538449012425533,37.502444361831444,0.02343281061377695,23.36470732863536,,"{""attn.o_proj"": {""max_weight"": 1.4631866148378108, ""max_weight_position"": 35.552886329323655, ""min_weight"": 0.9548728145793134, ""min_weight_distance"": 27.171648844648274}, ""mlp.down_proj"": {""max_weight"": 1.0538449012425533, ""max_weight_position"": 37.502444361831444, ""min_weight"": 0.024694547987111223, ""min_weight_distance"": 23.36470732863536}}",14.265064
85,33,0.08315255492925644,per layer,30.89688135494843,1.3867900521260081,36.538077309703354,0.7613433503624681,27.48756903587774,1.3846278360861288,40.52335969259669,0.08259537318751131,19.964984879487943,,"{""attn.o_proj"": {""max_weight"": 1.3867900521260081, ""max_weight_position"": 36.538077309703354, ""min_weight"": 1.055823384534957, ""min_weight_distance"": 27.48756903587774}, ""mlp.down_proj"": {""max_weight"": 1.3846278360861288, ""max_weight_position"": 40.52335969259669, ""min_weight"": 0.11436385284735005, ""min_weight_distance"": 19.964984879487943}}",14.117654
86,77,0.01813664846122265,global,33.17951124780447,1.4398811562763563,33.268530039481014,0.740460914498297,23.214286987634686,1.0794622402763914,37.21400857444727,0.0478487184654164,27.914257098318885,33.17951124780447,"{""attn.o_proj"": {""max_weight"": 1.4398811562763563, ""max_weight_position"": 33.268530039481014, ""min_weight"": 1.066175717745256, ""min_weight_distance"": 23.214286987634686}, ""mlp.down_proj"": {""max_weight"": 1.0794622402763914, ""max_weight_position"": 37.21400857444727, ""min_weight"": 0.05165088482903272, ""min_weight_distance"": 27.914257098318885}}",14.515921
87,0,0.6026358008384705,per layer,20.212340536279573,1.4313953486853463,30.031387709539672,0.6964976924817805,23.661948256552122,1.4636017985611196,28.335773941364444,0.6464124014910644,21.016063968475848,,"{""attn.o_proj"": {""max_weight"": 1.4313953486853463, ""max_weight_position"": 30.031387709539672, ""min_weight"": 0.9969635573884973, ""min_weight_distance"": 23.661948256552122}, ""mlp.down_proj"": {""max_weight"": 1.4636017985611196, ""max_weight_position"": 28.335773941364444, ""min_weight"": 0.9460903534345344, ""min_weight_distance"": 21.016063968475848}}",14.715736
88,11,0.21226705610752106,per layer,26.36118886777234,1.4488973966939493,36.12071815837824,0.7495563993240644,28.0859847206766,0.6172104499036672,35.45246528738832,0.23193486702146188,27.618309754406692,,"{""attn.o_proj"": {""max_weight"": 1.4488973966939493, ""max_weight_position"": 36.12071815837824, ""min_weight"": 1.0860303156559272, ""min_weight_distance"": 28.0859847206766}, ""mlp.down_proj"": {""max_weight"": 0.6172104499036672, ""max_weight_position"": 35.45246528738832, ""min_weight"": 0.14315262362266373, ""min_weight_distance"": 27.618309754406692}}",14.450457
89,48,0.06997770071029663,per layer,37.25100956846446,1.3161911207929726,38.26473788841163,0.4271477068030702,27.597168428240575,0.684515931702339,32.96504067129124,0.08384787855982265,18.9873231776938,,"{""attn.o_proj"": {""max_weight"": 1.3161911207929726, ""max_weight_position"": 38.26473788841163, ""min_weight"": 0.562208018961281, ""min_weight_distance"": 27.597168428240575}, ""mlp.down_proj"": {""max_weight"": 0.684515931702339, ""max_weight_position"": 32.96504067129124, ""min_weight"": 0.05739520871364158, ""min_weight_distance"": 18.9873231776938}}",14.313763
90,29,0.08288569748401642,per layer,27.941551246429988,1.4204441146948192,40.12818511600729,0.7980898609447461,27.10750341183542,0.36677115187763726,40.14512657075971,0.4484889474792521,24.97128533670999,,"{""attn.o_proj"": {""max_weight"": 1.4204441146948192, ""max_weight_position"": 40.12818511600729, ""min_weight"": 1.1336420459765713, ""min_weight_distance"": 27.10750341183542}, ""mlp.down_proj"": {""max_weight"": 0.36677115187763726, ""max_weight_position"": 40.14512657075971, ""min_weight"": 0.16449280787135445, ""min_weight_distance"": 24.97128533670999}}",14.309423
91,80,0.006307162810117006,per layer,21.155186123582126,0.8735768267387605,30.555156447412735,0.6504108974663294,13.989246723008664,0.39408324089991664,43.660428501463485,0.9015297007971778,5.900383192002139,,"{""attn.o_proj"": {""max_weight"": 0.8735768267387605, ""max_weight_position"": 30.555156447412735, ""min_weight"": 0.5681838878849453, ""min_weight_distance"": 13.989246723008664}, ""mlp.down_proj"": {""max_weight"": 0.39408324089991664, ""max_weight_position"": 43.660428501463485, ""min_weight"": 0.355277746257684, ""min_weight_distance"": 5.900383192002139}}",13.565123
92,54,0.049632925540208817,per layer,25.009056965502882,1.27480091315938,45.05162406554056,0.6563447889178387,25.834628875504038,0.6225582770465924,42.39222845903874,0.45134297042399035,26.92209172294709,,"{""attn.o_proj"": {""max_weight"": 1.27480091315938, ""max_weight_position"": 45.05162406554056, ""min_weight"": 0.8367089362598612, ""min_weight_distance"": 25.834628875504038}, ""mlp.down_proj"": {""max_weight"": 0.6225582770465924, ""max_weight_position"": 42.39222845903874, ""min_weight"": 0.28098730202425054, ""min_weight_distance"": 26.92209172294709}}",14.364749
93,32,0.0699872300028801,per layer,30.660631557498295,1.453665994188932,30.270459669673514,0.5490436802741037,25.83351196576724,0.6177372362927912,38.11042034925849,0.006023107567231411,23.27303241736457,,"{""attn.o_proj"": {""max_weight"": 1.453665994188932, ""max_weight_position"": 30.270459669673514, ""min_weight"": 0.7981261273388051, ""min_weight_distance"": 25.83351196576724}, ""mlp.down_proj"": {""max_weight"": 0.6177372362927912, ""max_weight_position"": 38.11042034925849, ""min_weight"": 0.003720697822475729, ""min_weight_distance"": 23.27303241736457}}",14.227303
94,88,0.0068066841922700405,global,21.09203041536842,1.351943387600206,32.76885467092744,0.6707762097537701,20.602778433815217,-0.03412501858966638,46.85972308611217,0.7495801459981617,10.128221363530043,21.09203041536842,"{""attn.o_proj"": {""max_weight"": 1.351943387600206, ""max_weight_position"": 32.76885467092744, ""min_weight"": 0.9068514613361383, ""min_weight_distance"": 20.602778433815217}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 46.85972308611217, ""min_weight"": 0.0, ""min_weight_distance"": 10.128221363530043}}",13.33996
95,33,0.07224414497613907,per layer,31.783338272606972,1.408941168844404,28.535829570468564,0.4564948499662801,27.955849172583896,0.7287645387088776,38.748458371995284,0.020103927539391567,21.946433895362965,,"{""attn.o_proj"": {""max_weight"": 1.408941168844404, ""max_weight_position"": 28.535829570468564, ""min_weight"": 0.6431743874829415, ""min_weight_distance"": 27.955849172583896}, ""mlp.down_proj"": {""max_weight"": 0.7287645387088776, ""max_weight_position"": 38.748458371995284, ""min_weight"": 0.014651029479481395, ""min_weight_distance"": 21.946433895362965}}",14.560067
96,72,0.006485587917268276,global,22.91580018502653,1.4336297689341635,37.8245612877395,0.8765861964453912,23.888539172977996,-0.1275825699230794,46.5748741807523,0.34205380459706614,21.67134068011617,22.91580018502653,"{""attn.o_proj"": {""max_weight"": 1.4336297689341635, ""max_weight_position"": 37.8245612877395, ""min_weight"": 1.2567000662608834, ""min_weight_distance"": 23.888539172977996}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 46.5748741807523, ""min_weight"": 0.0, ""min_weight_distance"": 21.67134068011617}}",13.419979
97,14,0.1348697692155838,per layer,22.58077207561202,1.491649640633247,38.71912475155515,0.9682262758819211,25.685556666693813,0.3461317416766973,32.25848792223059,0.008465343297718225,28.07757599875085,,"{""attn.o_proj"": {""max_weight"": 1.491649640633247, ""max_weight_position"": 38.71912475155515, ""min_weight"": 1.4442543764709346, ""min_weight_distance"": 25.685556666693813}, ""mlp.down_proj"": {""max_weight"": 0.3461317416766973, ""max_weight_position"": 32.25848792223059, ""min_weight"": 0.0029301240195303657, ""min_weight_distance"": 28.07757599875085}}",14.52916
98,58,0.01868976466357708,per layer,20.971955686572578,1.43332402386965,40.37811182509812,0.7468536554909402,23.40387725595941,-0.04107689904402667,32.89817765141034,0.05507859332120979,25.511130136794698,,"{""attn.o_proj"": {""max_weight"": 1.43332402386965, ""max_weight_position"": 40.37811182509812, ""min_weight"": 1.0704832867300318, ""min_weight_distance"": 23.40387725595941}, ""mlp.down_proj"": {""max_weight"": 0.0, ""max_weight_position"": 32.89817765141034, ""min_weight"": 0.0, ""min_weight_distance"": 25.511130136794698}}",13.301917
99,16,0.152840718626976,per layer,28.413156666023173,1.4640418724458892,32.61692194788691,0.9902776815663925,23.447992602244035,0.3195718398518053,33.33186210260809,0.006855901788896628,26.44243676118076,,"{""attn.o_proj"": {""max_weight"": 1.4640418724458892, ""max_weight_position"": 32.61692194788691, ""min_weight"": 1.4498079911618353, ""min_weight_distance"": 23.447992602244035}, ""mlp.down_proj"": {""max_weight"": 0.3195718398518053, ""max_weight_position"": 33.33186210260809, ""min_weight"": 0.0021909531485209788, ""min_weight_distance"": 26.44243676118076}}",14.327911
100,11,0.1905185878276825,per layer,19.06949030320122,1.3903072237583736,35.75795159046462,0.99978626350203,27.78623268296423,0.4398293890215752,29.584016834631257,0.018333368954413235,25.245724285065624,,"{""attn.o_proj"": {""max_weight"": 1.3903072237583736, ""max_weight_position"": 35.75795159046462, ""min_weight"": 1.3900100643612652, ""min_weight_distance"": 27.78623268296423}, ""mlp.down_proj"": {""max_weight"": 0.4398293890215752, ""max_weight_position"": 29.584016834631257, ""min_weight"": 0.008063554465926688, ""min_weight_distance"": 25.245724285065624}}",14.563846
101,0,0.5815575122833252,per layer,29.876251736131536,1.1886998045303603,30.214737185320264,0.12488911421763382,27.26448285979791,1.4500560838926573,28.5712692502591,0.8108088989044742,18.952333672040613,,"{""attn.o_proj"": {""max_weight"": 1.1886998045303603, ""max_weight_position"": 30.214737185320264, ""min_weight"": 0.14845566565847115, ""min_weight_distance"": 27.26448285979791}, ""mlp.down_proj"": {""max_weight"": 1.4500560838926573, ""max_weight_position"": 28.5712692502591, ""min_weight"": 1.1757183767307393, ""min_weight_distance"": 18.952333672040613}}",14.42644
102,86,0.002709852997213602,per layer,36.737529633078005,0.8232123082413423,34.16828638096275,0.6815902857695142,12.355521752702098,0.38151180278732355,43.003255287793046,0.8475490852389789,5.47346963106724,,"{""attn.o_proj"": {""max_weight"": 0.8232123082413423, ""max_weight_position"": 34.16828638096275, ""min_weight"": 0.5610935124231979, ""min_weight_distance"": 12.355521752702098}, ""mlp.down_proj"": {""max_weight"": 0.38151180278732355, ""max_weight_position"": 43.003255287793046, ""min_weight"": 0.3233499794602698, ""min_weight_distance"": 5.47346963106724}}",13.305984
103,15,0.16003228724002838,per layer,21.848858094913727,1.3452776057799245,38.425428120236504,0.9873438025167707,23.919100595439822,0.45007063191540375,29.832853695147246,0.027237389991424957,27.49448920011978,,"{""attn.o_proj"": {""max_weight"": 1.3452776057799245, ""max_weight_position"": 38.425428120236504, ""min_weight"": 1.3282515067314078, ""min_weight_distance"": 23.919100595439822}, ""mlp.down_proj"": {""max_weight"": 0.45007063191540375, ""max_weight_position"": 29.832853695147246, ""min_weight"": 0.012258749325166924, ""min_weight_distance"": 27.49448920011978}}",14.466404
104,14,0.16036005318164825,per layer,24.257944954485502,1.3732158920557835,28.98473716674083,0.12698536567817792,21.511021059440278,1.376375314536332,32.63767178087294,0.49116027522609074,13.831591766055826,,"{""attn.o_proj"": {""max_weight"": 1.3732158920557835, ""max_weight_position"": 28.98473716674083, ""min_weight"": 0.17437832220778898, ""min_weight_distance"": 21.511021059440278}, ""mlp.down_proj"": {""max_weight"": 1.376375314536332, ""max_weight_position"": 32.63767178087294, ""min_weight"": 0.676020878302062, ""min_weight_distance"": 13.831591766055826}}",14.093735
105,46,0.056675855070352554,global,20.88984344683379,1.4827055844022268,31.210020610344266,0.7999679111869002,27.818953934534772,1.3662067498892663,40.0389379146697,0.2590952618729166,23.38720957359471,20.88984344683379,"{""attn.o_proj"": {""max_weight"": 1.4827055844022268, ""max_weight_position"": 31.210020610344266, ""min_weight"": 1.1861168892594016, ""min_weight_distance"": 27.818953934534772}, ""mlp.down_proj"": {""max_weight"": 1.3662067498892663, ""max_weight_position"": 40.0389379146697, ""min_weight"": 0.3539776956351057, ""min_weight_distance"": 23.38720957359471}}",14.485083
