artifact,dataset,cell,lang,judge,is_orig,role,n,n_generated,coverage,random_subset,subset_note,p_refused,p_refused_wilson_lo,p_refused_wilson_hi,p_refused_cboot_lo,p_refused_cboot_hi,p_not_refused,p_not_refused_wilson_lo,p_not_refused_wilson_hi,p_not_refused_cboot_lo,p_not_refused_cboot_hi,p_partial,p_partial_wilson_lo,p_partial_wilson_hi,p_partial_cboot_lo,p_partial_cboot_hi,p_complied,p_complied_wilson_lo,p_complied_wilson_hi,p_complied_cboot_lo,p_complied_cboot_hi,p_invalid,p_invalid_wilson_lo,p_invalid_wilson_hi,p_invalid_cboot_lo,p_invalid_cboot_hi
exp1,hb_test100,gams:orig,en,keyword,True,harmful,100,100,1.0,True,,0.98,0.929988209271456,0.9944980324498376,0.95,1.0,0.02,0.00550196755016235,0.07001179072854388,0.0,0.05,,,,,,,,,,,,,,,
exp1,hb_test100,gams:orig,sl,keyword,True,harmful,100,100,1.0,True,,0.97,0.9154806357094724,0.9897454759759611,0.93,1.0,0.03,0.010254524024038925,0.0845193642905276,0.0,0.07,,,,,,,,,,,,,,,
exp1,hb_test100,gams:own,en,keyword,False,harmful,100,100,1.0,True,,0.16,0.10095288488804782,0.24420269389270244,0.09,0.23,0.84,0.7557973061072976,0.8990471151119521,0.77,0.91,,,,,,,,,,,,,,,
exp1,hb_test100,gams:own,sl,keyword,False,harmful,100,100,1.0,True,,0.1,0.0552291370606751,0.17436566150491345,0.04,0.16,0.9,0.8256343384950865,0.9447708629393249,0.84,0.96,,,,,,,,,,,,,,,
exp1,hb_test100,gams:swap,en,keyword,False,harmful,100,100,1.0,True,,0.25,0.17545211362287672,0.34304463548061603,0.17,0.34,0.75,0.656955364519384,0.8245478863771232,0.66,0.83,,,,,,,,,,,,,,,
exp1,hb_test100,gams:swap,sl,keyword,False,harmful,100,100,1.0,True,,0.25,0.17545211362287672,0.34304463548061603,0.17,0.34,0.75,0.656955364519384,0.8245478863771232,0.66,0.83,,,,,,,,,,,,,,,
exp1,hb_test100,gemma:orig,en,keyword,True,harmful,100,100,1.0,True,,1.0,0.9630065017930143,1.0,1.0,1.0,0.0,3.469446951953614e-18,0.03699349820698568,0.0,0.0,,,,,,,,,,,,,,,
exp1,hb_test100,gemma:orig,sl,keyword,True,harmful,100,100,1.0,True,,0.97,0.9154806357094724,0.9897454759759611,0.93,1.0,0.03,0.010254524024038925,0.0845193642905276,0.0,0.07,,,,,,,,,,,,,,,
exp1,hb_test100,gemma:own,en,keyword,False,harmful,100,100,1.0,True,,0.69,0.5937394428051057,0.7722030278762395,0.6,0.78,0.31,0.22779697212376038,0.40626055719489407,0.22,0.4,,,,,,,,,,,,,,,
exp1,hb_test100,gemma:own,sl,keyword,False,harmful,100,100,1.0,True,,0.9,0.8256343384950865,0.9447708629393249,0.84,0.95,0.1,0.0552291370606751,0.17436566150491345,0.05,0.16,,,,,,,,,,,,,,,
exp1,hb_test100,gemma:swap,en,keyword,False,harmful,100,100,1.0,True,,0.53,0.4328885697009936,0.6248918204065872,0.43,0.62,0.47,0.3751081795934127,0.5671114302990063,0.38,0.57,,,,,,,,,,,,,,,
exp1,hb_test100,gemma:swap,sl,keyword,False,harmful,100,100,1.0,True,,0.25,0.17545211362287672,0.34304463548061603,0.16975000000000004,0.34,0.75,0.656955364519384,0.8245478863771232,0.66,0.8302499999999997,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C0,en,gpt41,True,harmless,16,16,1.0,True,,0.25,0.10182067491213048,0.49498316535508774,0.0625,0.5,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.75,0.5050168346449122,0.8981793250878696,0.5,0.9375,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gams3:C0,en,keyword,True,harmless,16,16,1.0,True,,0.4375,0.23098652405492354,0.6682144360118811,0.1875,0.6875,0.5625,0.331785563988119,0.7690134759450765,0.3125,0.8125,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C0,sl,gpt41,True,harmless,16,16,1.0,True,,0.375,0.18481232558863633,0.6135895945449727,0.125,0.625,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.625,0.38641040545502714,0.8151876744113636,0.375,0.875,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gams3:C0,sl,keyword,True,harmless,16,16,1.0,True,,0.4375,0.23098652405492354,0.6682144360118811,0.1875,0.6875,0.5625,0.331785563988119,0.7690134759450765,0.3125,0.8125,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C1,en,gpt41,False,harmless,16,16,1.0,True,,0.125,0.03497748774324047,0.36022827265758695,0.0,0.3125,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.875,0.639771727342413,0.9650225122567595,0.6875,1.0,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gams3:C1,en,keyword,False,harmless,16,16,1.0,True,,0.1875,0.06591599071428142,0.4300888096197414,0.0,0.375,0.8125,0.5699111903802586,0.9340840092857187,0.625,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C1,sl,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.125,0.03497748774324047,0.36022827265758695,0.0,0.3125,0.875,0.639771727342413,0.9650225122567595,0.6875,1.0,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gams3:C1,sl,keyword,False,harmless,16,16,1.0,True,,0.125,0.03497748774324047,0.36022827265758695,0.0,0.3125,0.875,0.639771727342413,0.9650225122567595,0.6875,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C2,en,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gams3:C2,en,keyword,False,harmless,16,16,1.0,True,,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C2,sl,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gams3:C2,sl,keyword,False,harmless,16,16,1.0,True,,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C3,en,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.4375,0.23098652405492354,0.6682144360118811,0.1875,0.6875,0.5625,0.331785563988119,0.7690134759450765,0.3125,0.8125
exp3,jbb_benign,gams3:C3,en,keyword,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C3,sl,gpt41,False,harmless,16,16,1.0,True,,0.125,0.03497748774324047,0.36022827265758695,0.0,0.3125,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.125,0.03497748774324047,0.36022827265758695,0.0,0.3125,0.75,0.5050168346449122,0.8981793250878696,0.5625,0.9375
exp3,jbb_benign,gams3:C3,sl,keyword,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C4,en,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.375,0.18481232558863633,0.6135895945449727,0.1875,0.625,0.625,0.38641040545502714,0.8151876744113636,0.375,0.8125
exp3,jbb_benign,gams3:C4,en,keyword,False,harmless,16,16,1.0,True,,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C4,sl,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.3125,0.14164643854782039,0.5559564416525933,0.125,0.5625,0.6875,0.44404355834740666,0.8583535614521796,0.4375,0.875
exp3,jbb_benign,gams3:C4,sl,keyword,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C6,en,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875
exp3,jbb_benign,gams3:C6,en,keyword,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C6,sl,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gams3:C6,sl,keyword,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C6r,en,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0
exp3,jbb_benign,gams3:C6r,en,keyword,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gams3:C6r,sl,gpt41,False,harmless,16,16,1.0,True,,0.125,0.03497748774324047,0.36022827265758695,0.0,0.3125,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.25,0.10182067491213048,0.49498316535508774,0.0625,0.5,0.625,0.38641040545502714,0.8151876744113636,0.375,0.875
exp3,jbb_benign,gams3:C6r,sl,keyword,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C0,en,gpt41,True,harmless,16,16,1.0,True,,0.1875,0.06591599071428142,0.4300888096197414,0.0,0.375,,,,,,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,0.75,0.5050168346449122,0.8981793250878696,0.5,0.9375,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C0,en,keyword,True,harmless,16,16,1.0,True,,0.625,0.38641040545502714,0.8151876744113636,0.375,0.875,0.375,0.18481232558863633,0.6135895945449727,0.125,0.625,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C0,sl,gpt41,True,harmless,16,16,1.0,True,,0.6875,0.44404355834740666,0.8583535614521796,0.4375,0.875,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.3125,0.14164643854782039,0.5559564416525933,0.125,0.5625,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C0,sl,keyword,True,harmless,16,16,1.0,True,,0.6875,0.44404355834740666,0.8583535614521796,0.4375,0.875,0.3125,0.14164643854782039,0.5559564416525933,0.125,0.5625,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C1,en,gpt41,False,harmless,16,16,1.0,True,,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C1,en,keyword,False,harmless,16,16,1.0,True,,0.625,0.38641040545502714,0.8151876744113636,0.375,0.875,0.375,0.18481232558863633,0.6135895945449727,0.125,0.625,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C1,sl,gpt41,False,harmless,16,16,1.0,True,,0.5,0.27999563610326017,0.7200043638967398,0.25,0.75,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.5,0.27999563610326017,0.7200043638967398,0.25,0.75,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C1,sl,keyword,False,harmless,16,16,1.0,True,,0.625,0.38641040545502714,0.8151876744113636,0.375,0.875,0.375,0.18481232558863633,0.6135895945449727,0.125,0.625,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C2,en,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C2,en,keyword,False,harmless,16,16,1.0,True,,0.8125,0.5699111903802586,0.9340840092857187,0.625,1.0,0.1875,0.06591599071428142,0.4300888096197414,0.0,0.375,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C2,sl,gpt41,False,harmless,16,16,1.0,True,,0.875,0.639771727342413,0.9650225122567595,0.6875,1.0,,,,,,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C2,sl,keyword,False,harmless,16,16,1.0,True,,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C3,en,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C3,en,keyword,False,harmless,16,16,1.0,True,,0.5,0.27999563610326017,0.7200043638967398,0.25,0.75,0.5,0.27999563610326017,0.7200043638967398,0.25,0.75,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C3,sl,gpt41,False,harmless,16,16,1.0,True,,0.5,0.27999563610326017,0.7200043638967398,0.25,0.75,,,,,,0.125,0.03497748774324047,0.36022827265758695,0.0,0.3125,0.375,0.18481232558863633,0.6135895945449727,0.125,0.625,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C3,sl,keyword,False,harmless,16,16,1.0,True,,0.75,0.5050168346449122,0.8981793250878696,0.5,0.9375,0.25,0.10182067491213048,0.49498316535508774,0.0625,0.5,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C4,en,gpt41,False,harmless,16,16,1.0,True,,0.125,0.03497748774324047,0.36022827265758695,0.0,0.3125,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.875,0.639771727342413,0.9650225122567595,0.6875,1.0,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C4,en,keyword,False,harmless,16,16,1.0,True,,0.75,0.5050168346449122,0.8981793250878696,0.5,0.9375,0.25,0.10182067491213048,0.49498316535508774,0.0625,0.5,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C4,sl,gpt41,False,harmless,16,16,1.0,True,,0.75,0.5050168346449122,0.8981793250878696,0.5,0.9375,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.25,0.10182067491213048,0.49498316535508774,0.0625,0.5,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C4,sl,keyword,False,harmless,16,16,1.0,True,,0.75,0.5050168346449122,0.8981793250878696,0.5,0.9375,0.25,0.10182067491213048,0.49498316535508774,0.0625,0.5,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C6,en,gpt41,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875
exp3,jbb_benign,gemma:C6,en,keyword,False,harmless,16,16,1.0,True,,0.0,0.0,0.1936076805344365,0.0,0.0,1.0,0.8063923194655637,1.0,1.0,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C6,sl,gpt41,False,harmless,16,16,1.0,True,,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.4375,0.23098652405492354,0.6682144360118811,0.1875,0.6875,0.5,0.27999563610326017,0.7200043638967398,0.25,0.75
exp3,jbb_benign,gemma:C6,sl,keyword,False,harmless,16,16,1.0,True,,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C6r,en,gpt41,False,harmless,16,16,1.0,True,,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.9375,0.7167126242970107,0.9888806552353576,0.8125,1.0,0.0,0.0,0.1936076805344365,0.0,0.0
exp3,jbb_benign,gemma:C6r,en,keyword,False,harmless,16,16,1.0,True,,0.6875,0.44404355834740666,0.8583535614521796,0.4375,0.875,0.3125,0.14164643854782039,0.5559564416525933,0.125,0.5625,,,,,,,,,,,,,,,
exp3,jbb_benign,gemma:C6r,sl,gpt41,False,harmless,16,16,1.0,True,,0.3125,0.14164643854782039,0.5559564416525933,0.125,0.5625,,,,,,0.0,0.0,0.1936076805344365,0.0,0.0,0.625,0.38641040545502714,0.8151876744113636,0.375,0.875,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875
exp3,jbb_benign,gemma:C6r,sl,keyword,False,harmless,16,16,1.0,True,,0.3125,0.14164643854782039,0.5559564416525933,0.125,0.5625,0.6875,0.44404355834740666,0.8583535614521796,0.4375,0.875,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C0,en,gpt41,True,harmful,41,41,1.0,True,,0.9024390243902439,0.7745231869447662,0.9614029151019106,0.8048780487804879,0.975609756097561,,,,,,0.0,0.0,0.08566757018443186,0.0,0.0,0.0975609756097561,0.03859708489808934,0.22547681305523387,0.024390243902439025,0.1951219512195122,0.0,0.0,0.08566757018443186,0.0,0.0
exp3,jbb_harmful,gams3:C0,en,keyword,True,harmful,41,41,1.0,True,,0.9024390243902439,0.7745231869447662,0.9614029151019106,0.8048780487804879,0.975609756097561,0.0975609756097561,0.03859708489808934,0.22547681305523387,0.024390243902439025,0.1951219512195122,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C0,sl,gpt41,True,harmful,41,41,1.0,True,,0.926829268292683,0.8057255146228096,0.9748021693660901,0.8292682926829268,1.0,,,,,,0.0,0.0,0.08566757018443186,0.0,0.0,0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.17073170731707318,0.0,0.0,0.08566757018443186,0.0,0.0
exp3,jbb_harmful,gams3:C0,sl,keyword,True,harmful,41,41,1.0,True,,0.926829268292683,0.8057255146228096,0.9748021693660901,0.8292682926829268,1.0,0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.17073170731707318,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C1,en,gpt41,False,harmful,41,41,1.0,True,,0.4634146341463415,0.32056233976336046,0.6125352873233052,0.3170731707317073,0.6097560975609756,,,,,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,0.4878048780487805,0.34254429554432664,0.6351549134845619,0.34146341463414637,0.6341463414634146,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707
exp3,jbb_harmful,gams3:C1,en,keyword,False,harmful,41,41,1.0,True,,0.2926829268292683,0.17609187626113423,0.44479467722997157,0.14634146341463414,0.43902439024390244,0.7073170731707317,0.5552053227700284,0.8239081237388657,0.5609756097560976,0.8536585365853658,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C1,sl,gpt41,False,harmful,41,41,1.0,True,,0.34146341463414637,0.21558808257384846,0.49450163480170306,0.1951219512195122,0.4878048780487805,,,,,,0.0,0.0,0.08566757018443186,0.0,0.0,0.6585365853658537,0.5054983651982969,0.7844119174261515,0.5121951219512195,0.8048780487804879,0.0,0.0,0.08566757018443186,0.0,0.0
exp3,jbb_harmful,gams3:C1,sl,keyword,False,harmful,41,41,1.0,True,,0.1951219512195122,0.10234437385158025,0.3401358518706343,0.0975609756097561,0.3170731707317073,0.8048780487804879,0.6598641481293658,0.8976556261484198,0.6829268292682927,0.9024390243902439,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C2,en,gpt41,False,harmful,41,41,1.0,True,,0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.17073170731707318,,,,,,0.0,0.0,0.08566757018443186,0.0,0.0,0.926829268292683,0.8057255146228096,0.9748021693660901,0.8292682926829268,1.0,0.0,0.0,0.08566757018443186,0.0,0.0
exp3,jbb_harmful,gams3:C2,en,keyword,False,harmful,41,41,1.0,True,,0.36585365853658536,0.23589831019689447,0.5187929891208799,0.21951219512195122,0.5121951219512195,0.6341463414634146,0.4812070108791201,0.7641016898031056,0.4878048780487805,0.7804878048780488,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C2,sl,gpt41,False,harmful,41,41,1.0,True,,0.0975609756097561,0.03859708489808934,0.22547681305523387,0.024390243902439025,0.1951219512195122,,,,,,0.04878048780487805,0.013480945365169042,0.16138978870370846,0.0,0.12195121951219512,0.8536585365853658,0.7155654195751904,0.9311575185870407,0.7317073170731707,0.9512195121951219,0.0,0.0,0.08566757018443186,0.0,0.0
exp3,jbb_harmful,gams3:C2,sl,keyword,False,harmful,41,41,1.0,True,,0.21951219512195122,0.12003174778217568,0.3670500598822617,0.0975609756097561,0.36585365853658536,0.7804878048780488,0.6329499401177383,0.8799682522178243,0.6341463414634146,0.9024390243902439,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C3,en,gpt41,False,harmful,41,41,1.0,True,,0.3902439024390244,0.2565614506012352,0.5427314306587621,0.24390243902439024,0.5609756097560976,,,,,,0.0,0.0,0.08566757018443186,0.0,0.0,0.24390243902439024,0.13825002738090333,0.39343336222575687,0.12195121951219512,0.36585365853658536,0.36585365853658536,0.23589831019689447,0.5187929891208799,0.21951219512195122,0.5121951219512195
exp3,jbb_harmful,gams3:C3,en,keyword,False,harmful,41,41,1.0,True,,0.21951219512195122,0.12003174778217568,0.3670500598822617,0.0975609756097561,0.34146341463414637,0.7804878048780488,0.6329499401177383,0.8799682522178243,0.6585365853658537,0.9024390243902439,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C3,sl,gpt41,False,harmful,41,41,1.0,True,,0.24390243902439024,0.13825002738090333,0.39343336222575687,0.12195121951219512,0.36585365853658536,,,,,,0.0,0.0,0.08566757018443186,0.0,0.0,0.3902439024390244,0.2565614506012352,0.5427314306587621,0.2682926829268293,0.5365853658536586,0.36585365853658536,0.23589831019689447,0.5187929891208799,0.21951219512195122,0.4878048780487805
exp3,jbb_harmful,gams3:C3,sl,keyword,False,harmful,41,41,1.0,True,,0.17073170731707318,0.08525251977594998,0.3126261240040417,0.07317073170731707,0.2926829268292683,0.8292682926829268,0.6873738759959581,0.91474748022405,0.7073170731707317,0.926829268292683,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C4,en,gpt41,False,harmful,41,41,1.0,True,,0.5365853658536586,0.38746471267669474,0.6794376602366394,0.3902439024390244,0.6829268292682927,,,,,,0.0,0.0,0.08566757018443186,0.0,0.0,0.1951219512195122,0.10234437385158025,0.3401358518706343,0.09695121951219517,0.3170731707317073,0.2682926829268293,0.1569496404781167,0.41933533107076637,0.12195121951219512,0.3902439024390244
exp3,jbb_harmful,gams3:C4,en,keyword,False,harmful,41,41,1.0,True,,0.4878048780487805,0.34254429554432664,0.6351549134845619,0.3170731707317073,0.6585365853658537,0.5121951219512195,0.3648450865154381,0.6574557044556734,0.34146341463414637,0.6829268292682927,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C4,sl,gpt41,False,harmful,41,41,1.0,True,,0.1951219512195122,0.10234437385158025,0.3401358518706343,0.07317073170731707,0.34146341463414637,,,,,,0.04878048780487805,0.013480945365169042,0.16138978870370846,0.0,0.12195121951219512,0.4878048780487805,0.34254429554432664,0.6351549134845619,0.34146341463414637,0.6341463414634146,0.2682926829268293,0.1569496404781167,0.41933533107076637,0.14634146341463414,0.4146341463414634
exp3,jbb_harmful,gams3:C4,sl,keyword,False,harmful,41,41,1.0,True,,0.12195121951219512,0.053233364685777176,0.25544211520976884,0.024390243902439025,0.21951219512195122,0.8780487804878049,0.7445578847902312,0.9467666353142228,0.7804878048780488,0.975609756097561,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C6,en,gpt41,False,harmful,41,41,1.0,True,,0.0975609756097561,0.03859708489808934,0.22547681305523387,0.024390243902439025,0.1951219512195122,,,,,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,0.5121951219512195,0.3648450865154381,0.6574557044556734,0.36585365853658536,0.6585365853658537,0.36585365853658536,0.23589831019689447,0.5187929891208799,0.21951219512195122,0.5121951219512195
exp3,jbb_harmful,gams3:C6,en,keyword,False,harmful,41,41,1.0,True,,0.14634146341463414,0.0688424814129593,0.28443458042480957,0.04878048780487805,0.2682926829268293,0.8536585365853658,0.7155654195751904,0.9311575185870407,0.7317073170731707,0.9512195121951219,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C6,sl,gpt41,False,harmful,41,41,1.0,True,,0.36585365853658536,0.23589831019689447,0.5187929891208799,0.21951219512195122,0.5121951219512195,,,,,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,0.5365853658536586,0.38746471267669474,0.6794376602366394,0.3902439024390244,0.6829268292682927,0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.14634146341463414
exp3,jbb_harmful,gams3:C6,sl,keyword,False,harmful,41,41,1.0,True,,0.1951219512195122,0.10234437385158025,0.3401358518706343,0.07317073170731707,0.3170731707317073,0.8048780487804879,0.6598641481293658,0.8976556261484198,0.6829268292682927,0.926829268292683,,,,,,,,,,,,,,,
exp3,jbb_harmful,gams3:C6r,en,gpt41,False,harmful,41,41,1.0,True,,0.4878048780487805,0.34254429554432664,0.6351549134845619,0.34146341463414637,0.6341463414634146,,,,,,0.0,0.0,0.08566757018443186,0.0,0.0,0.04878048780487805,0.013480945365169042,0.16138978870370846,0.0,0.12195121951219512,0.4634146341463415,0.32056233976336046,0.6125352873233052,0.3170731707317073,0.6097560975609756
exp3,jbb_harmful,gams3:C6r,en,keyword,False,harmful,41,41,1.0,True,,0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.17073170731707318,0.926829268292683,0.8057255146228096,0.9748021693660901,0.8292682926829268,1.0,,,,,,,,,,,,,,,
