artifact,dataset,cell,lang,judge,is_orig,role,n,n_generated,coverage,random_subset,subset_note,p_refused,p_refused_wilson_lo,p_refused_wilson_hi,p_refused_cboot_lo,p_refused_cboot_hi,p_not_refused,p_not_refused_wilson_lo,p_not_refused_wilson_hi,p_not_refused_cboot_lo,p_not_refused_cboot_hi,p_partial,p_partial_wilson_lo,p_partial_wilson_hi,p_partial_cboot_lo,p_partial_cboot_hi,p_complied,p_complied_wilson_lo,p_complied_wilson_hi,p_complied_cboot_lo,p_complied_cboot_hi,p_invalid,p_invalid_wilson_lo,p_invalid_wilson_hi,p_invalid_cboot_lo,p_invalid_cboot_hi
exp8,hoc_harmless,gemma:Yc36_1_36,sl,keyword,False,harmless,70,70,1.0,True,,0.05714285714285714,0.02244377910071125,0.1379195047483823,0.014285714285714285,0.11428571428571428,0.9428571428571428,0.8620804952516177,0.9775562208992887,0.8857142857142857,0.9857142857142858,,,,,,,,,,,,,,,
exp8,hoc_harmless,gemma:Yc36_1_36,sl,qwen3_14b,False,harmless,70,70,1.0,True,,0.0,0.0,0.05202306241026692,0.0,0.0,,,,,,0.08571428571428572,0.039876669645112064,0.1746567249233948,0.02857142857142857,0.15714285714285714,0.9142857142857143,0.8253432750766051,0.9601233303548878,0.8428571428571429,0.9714285714285714,0.0,0.0,0.05202306241026692,0.0,0.0
exp8,jbb_benign,gams3:G0,en,gpt41,True,harmless,20,41,0.4878048780487805,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.15,0.052368745896216595,0.36041886474075696,0.0,0.35,,,,,,0.0,0.0,0.16112515805281938,0.0,0.0,0.85,0.6395811352592431,0.9476312541037835,0.65,1.0,0.0,0.0,0.16112515805281938,0.0,0.0
exp8,jbb_benign,gams3:G0,en,keyword,True,harmless,41,41,1.0,True,,0.24390243902439024,0.13825002738090333,0.39343336222575687,0.12195121951219512,0.3902439024390244,0.7560975609756098,0.6065666377742431,0.8617499726190967,0.6097560975609756,0.8780487804878049,,,,,,,,,,,,,,,
exp8,jbb_benign,gams3:G0,en,qwen3_14b,True,harmless,41,41,1.0,True,,0.14634146341463414,0.0688424814129593,0.28443458042480957,0.04878048780487805,0.2682926829268293,,,,,,0.04878048780487805,0.013480945365169042,0.16138978870370846,0.0,0.12195121951219512,0.8048780487804879,0.6598641481293658,0.8976556261484198,0.6829268292682927,0.926829268292683,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gams3:G0,sl,gpt41,True,harmless,22,41,0.5365853658536586,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.18181818181818182,0.07306884583422052,0.38516607437126543,0.045454545454545456,0.36363636363636365,,,,,,0.0,0.0,0.14865487460862087,0.0,0.0,0.8181818181818182,0.6148339256287345,0.9269311541657794,0.6363636363636364,0.9545454545454546,0.0,0.0,0.14865487460862087,0.0,0.0
exp8,jbb_benign,gams3:G0,sl,keyword,True,harmless,41,41,1.0,True,,0.2926829268292683,0.17609187626113423,0.44479467722997157,0.14634146341463414,0.43902439024390244,0.7073170731707317,0.5552053227700284,0.8239081237388657,0.5609756097560976,0.8536585365853658,,,,,,,,,,,,,,,
exp8,jbb_benign,gams3:G0,sl,qwen3_14b,True,harmless,41,41,1.0,True,,0.1951219512195122,0.10234437385158025,0.3401358518706343,0.07317073170731707,0.3170731707317073,,,,,,0.14634146341463414,0.0688424814129593,0.28443458042480957,0.04878048780487805,0.2682926829268293,0.6585365853658537,0.5054983651982969,0.7844119174261515,0.5121951219512195,0.8048780487804879,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gams3:G1,en,gpt41,False,harmless,17,41,0.4146341463414634,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.0,0.0,0.1843181350088518,0.0,0.0,,,,,,0.0,0.0,0.1843181350088518,0.0,0.0,1.0,0.8156818649911483,1.0,1.0,1.0,0.0,0.0,0.1843181350088518,0.0,0.0
exp8,jbb_benign,gams3:G1,en,keyword,False,harmless,41,41,1.0,True,,0.0975609756097561,0.03859708489808934,0.22547681305523387,0.024390243902439025,0.1951219512195122,0.9024390243902439,0.7745231869447662,0.9614029151019106,0.8048780487804879,0.975609756097561,,,,,,,,,,,,,,,
exp8,jbb_benign,gams3:G1,en,qwen3_14b,False,harmless,41,41,1.0,True,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,,,,,,0.0975609756097561,0.03859708489808934,0.22547681305523387,0.024390243902439025,0.1951219512195122,0.8780487804878049,0.7445578847902312,0.9467666353142228,0.7560975609756098,0.975609756097561,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gams3:G1,sl,gpt41,False,harmless,15,41,0.36585365853658536,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.0,0.0,0.20388330103584862,0.0,0.0,,,,,,0.06666666666666667,0.011866895493268553,0.2981652987378003,0.0,0.2,0.9333333333333333,0.7018347012621998,0.9881331045067315,0.8,1.0,0.0,0.0,0.20388330103584862,0.0,0.0
exp8,jbb_benign,gams3:G1,sl,keyword,False,harmless,41,41,1.0,True,,0.14634146341463414,0.0688424814129593,0.28443458042480957,0.04878048780487805,0.2682926829268293,0.8536585365853658,0.7155654195751904,0.9311575185870407,0.7317073170731707,0.9512195121951219,,,,,,,,,,,,,,,
exp8,jbb_benign,gams3:G1,sl,qwen3_14b,False,harmless,41,41,1.0,True,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,,,,,,0.17073170731707318,0.08525251977594998,0.3126261240040417,0.07317073170731707,0.2926829268292683,0.8048780487804879,0.6598641481293658,0.8976556261484198,0.6829268292682927,0.926829268292683,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gams3:halfA_original,en,keyword,True,harmless,44,44,1.0,True,,0.22727272727272727,0.12841947594917152,0.3699235806463633,0.11363636363636363,0.3409090909090909,0.7727272727272727,0.6300764193536367,0.8715805240508284,0.6590909090909091,0.8863636363636364,,,,,,,,,,,,,,,
exp8,jbb_benign,gams3:halfA_original,en,qwen3_14b,True,harmless,44,44,1.0,True,,0.1590909090909091,0.0792667701220125,0.29366205062240613,0.045454545454545456,0.2727272727272727,,,,,,0.06818181818181818,0.023459395907381622,0.18225044370221527,0.0,0.1590909090909091,0.7727272727272727,0.6300764193536367,0.8715805240508284,0.6590909090909091,0.8863636363636364,0.0,0.0,0.08029560375848066,0.0,0.0
exp8,jbb_benign,gams3:halfA_original,sl,keyword,True,harmless,44,44,1.0,True,,0.25,0.14574213828964888,0.3944056635895915,0.13636363636363635,0.38636363636363635,0.75,0.6055943364104086,0.8542578617103511,0.6136363636363636,0.8636363636363636,,,,,,,,,,,,,,,
exp8,jbb_benign,gams3:halfA_original,sl,qwen3_14b,True,harmless,44,44,1.0,True,,0.20454545454545456,0.11153253070081293,0.34500578061101655,0.09090909090909091,0.3187499999999995,,,,,,0.11363636363636363,0.04952780601092492,0.23979152416608285,0.022727272727272728,0.20454545454545456,0.6818181818181818,0.5344310393781777,0.8000069228914657,0.5454545454545454,0.8181818181818182,0.0,0.0,0.08029560375848066,0.0,0.0
exp8,jbb_benign,gemma:A0,en,gpt41,True,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.17073170731707318,,,,,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,0.9024390243902439,0.7745231869447662,0.9614029151019106,0.8048780487804879,0.975609756097561,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A0,en,keyword,True,harmless,41,41,1.0,True,,0.6829268292682927,0.5301580035565572,0.8043538610101142,0.5365853658536586,0.8292682926829268,0.3170731707317073,0.19564613898988575,0.4698419964434429,0.17073170731707318,0.4634146341463415,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A0,en,qwen3_14b,True,harmless,41,41,1.0,True,,0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.17073170731707318,,,,,,0.24390243902439024,0.13825002738090333,0.39343336222575687,0.12195121951219512,0.3664634146341458,0.6829268292682927,0.5301580035565572,0.8043538610101142,0.5365853658536586,0.8292682926829268,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A0,sl,gpt41,True,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.5121951219512195,0.3648450865154381,0.6574557044556734,0.34146341463414637,0.6585365853658537,,,,,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,0.4634146341463415,0.32056233976336046,0.6125352873233052,0.3170731707317073,0.6341463414634146,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A0,sl,keyword,True,harmless,41,41,1.0,True,,0.5853658536585366,0.4336710313403013,0.7224345054574786,0.4146341463414634,0.7317073170731707,0.4146341463414634,0.27756549454252133,0.5663289686596986,0.2682926829268293,0.5853658536585366,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A0,sl,qwen3_14b,True,harmless,41,41,1.0,True,,0.5121951219512195,0.3648450865154381,0.6574557044556734,0.34146341463414637,0.6585365853658537,,,,,,0.12195121951219512,0.053233364685777176,0.25544211520976884,0.024390243902439025,0.24390243902439024,0.36585365853658536,0.23589831019689447,0.5187929891208799,0.21951219512195122,0.5121951219512195,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A1,en,gpt41,False,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.0,0.0,0.08566757018443186,0.0,0.0,,,,,,0.0,0.0,0.08566757018443186,0.0,0.0,1.0,0.9143324298155681,0.9999999999999999,1.0,1.0,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A1,en,keyword,False,harmless,41,41,1.0,True,,0.6341463414634146,0.4812070108791201,0.7641016898031056,0.4878048780487805,0.7804878048780488,0.36585365853658536,0.23589831019689447,0.5187929891208799,0.21951219512195122,0.5121951219512195,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A1,en,qwen3_14b,False,harmless,41,41,1.0,True,,0.0,0.0,0.08566757018443186,0.0,0.0,,,,,,0.14634146341463414,0.0688424814129593,0.28443458042480957,0.04878048780487805,0.2682926829268293,0.8536585365853658,0.7155654195751904,0.9311575185870407,0.7317073170731707,0.9512195121951219,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A1,sl,gpt41,False,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.34146341463414637,0.21558808257384846,0.49450163480170306,0.1951219512195122,0.4878048780487805,,,,,,0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.14634146341463414,0.5609756097560976,0.4104052722210608,0.7010986826344964,0.4146341463414634,0.7073170731707317,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707
exp8,jbb_benign,gemma:A1,sl,keyword,False,harmless,41,41,1.0,True,,0.5365853658536586,0.38746471267669474,0.6794376602366394,0.3902439024390244,0.6829268292682927,0.4634146341463415,0.32056233976336046,0.6125352873233052,0.3170731707317073,0.6097560975609756,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A1,sl,qwen3_14b,False,harmless,41,41,1.0,True,,0.4146341463414634,0.27756549454252133,0.5663289686596986,0.2682926829268293,0.5609756097560976,,,,,,0.12195121951219512,0.053233364685777176,0.25544211520976884,0.024390243902439025,0.21951219512195122,0.4634146341463415,0.32056233976336046,0.6125352873233052,0.3170731707317073,0.6097560975609756,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A2,en,gpt41,False,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.0,0.0,0.08566757018443186,0.0,0.0,,,,,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,0.975609756097561,0.8740493794422576,0.9956814684310874,0.926829268292683,1.0,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A2,en,keyword,False,harmless,41,41,1.0,True,,0.7317073170731707,0.5806646689292336,0.8430503595218832,0.5853658536585366,0.8536585365853658,0.2682926829268293,0.1569496404781167,0.41933533107076637,0.14634146341463414,0.4146341463414634,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A2,en,qwen3_14b,False,harmless,41,41,1.0,True,,0.0,0.0,0.08566757018443186,0.0,0.0,,,,,,0.21951219512195122,0.12003174778217568,0.3670500598822617,0.0975609756097561,0.34146341463414637,0.7804878048780488,0.6329499401177383,0.8799682522178243,0.6585365853658537,0.9024390243902439,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A2,sl,gpt41,False,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.1951219512195122,0.10234437385158025,0.3401358518706343,0.0975609756097561,0.3170731707317073,,,,,,0.04878048780487805,0.013480945365169042,0.16138978870370846,0.0,0.12195121951219512,0.7560975609756098,0.6065666377742431,0.8617499726190967,0.6335365853658537,0.8780487804878049,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A2,sl,keyword,False,harmless,41,41,1.0,True,,0.34146341463414637,0.21558808257384846,0.49450163480170306,0.1951219512195122,0.4878048780487805,0.6585365853658537,0.5054983651982969,0.7844119174261515,0.5121951219512195,0.8048780487804879,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A2,sl,qwen3_14b,False,harmless,41,41,1.0,True,,0.1951219512195122,0.10234437385158025,0.3401358518706343,0.07317073170731707,0.3170731707317073,,,,,,0.17073170731707318,0.08525251977594998,0.3126261240040417,0.07317073170731707,0.2926829268292683,0.6341463414634146,0.4812070108791201,0.7641016898031056,0.4878048780487805,0.7804878048780488,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A3,en,gpt41,False,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.04878048780487805,0.013480945365169042,0.16138978870370846,0.0,0.12195121951219512,,,,,,0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.17073170731707318,0.8780487804878049,0.7445578847902312,0.9467666353142228,0.7560975609756098,0.975609756097561,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A3,en,keyword,False,harmless,41,41,1.0,True,,0.7317073170731707,0.5806646689292336,0.8430503595218832,0.6097560975609756,0.8536585365853658,0.2682926829268293,0.1569496404781167,0.41933533107076637,0.14634146341463414,0.3902439024390244,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A3,en,qwen3_14b,False,harmless,41,41,1.0,True,,0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.17073170731707318,,,,,,0.24390243902439024,0.13825002738090333,0.39343336222575687,0.12195121951219512,0.36585365853658536,0.6829268292682927,0.5301580035565572,0.8043538610101142,0.5365853658536586,0.8048780487804879,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A3,sl,gpt41,False,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.34146341463414637,0.21558808257384846,0.49450163480170306,0.1951219512195122,0.4878048780487805,,,,,,0.04878048780487805,0.013480945365169042,0.16138978870370846,0.0,0.12195121951219512,0.6097560975609756,0.45726856934123794,0.7434385493987647,0.4634146341463415,0.7567073170731702,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A3,sl,keyword,False,harmless,41,41,1.0,True,,0.4146341463414634,0.27756549454252133,0.5663289686596986,0.2682926829268293,0.5609756097560976,0.5853658536585366,0.4336710313403013,0.7224345054574786,0.43902439024390244,0.7317073170731707,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A3,sl,qwen3_14b,False,harmless,41,41,1.0,True,,0.36585365853658536,0.23589831019689447,0.5187929891208799,0.21951219512195122,0.5121951219512195,,,,,,0.12195121951219512,0.053233364685777176,0.25544211520976884,0.024390243902439025,0.21951219512195122,0.5121951219512195,0.3648450865154381,0.6574557044556734,0.36585365853658536,0.6585365853658537,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A3_c0.5,sl,gpt41,False,harmless,7,41,0.17073170731707318,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.14285714285714285,0.02567962434474355,0.5131278292743189,0.0,0.42857142857142855,,,,,,0.0,5.551115123125783e-17,0.35433043506668743,0.0,0.0,0.8571428571428571,0.4868721707256811,0.9743203756552565,0.5714285714285714,1.0,0.0,5.551115123125783e-17,0.35433043506668743,0.0,0.0
exp8,jbb_benign,gemma:A3_c0.5,sl,keyword,False,harmless,41,41,1.0,True,,0.4878048780487805,0.34254429554432664,0.6351549134845619,0.3170731707317073,0.6341463414634146,0.5121951219512195,0.3648450865154381,0.6574557044556734,0.36585365853658536,0.6829268292682927,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A3_c0.5,sl,qwen3_14b,False,harmless,41,41,1.0,True,,0.43902439024390244,0.2989013173655036,0.5895947277789392,0.29207317073170735,0.5853658536585366,,,,,,0.07317073170731707,0.02519783063390993,0.19427448537719041,0.0,0.17073170731707318,0.4878048780487805,0.34254429554432664,0.6351549134845619,0.34146341463414637,0.6341463414634146,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A4,en,gpt41,False,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.04878048780487805,0.013480945365169042,0.16138978870370846,0.0,0.12195121951219512,,,,,,0.0,0.0,0.08566757018443186,0.0,0.0,0.6341463414634146,0.4812070108791201,0.7641016898031056,0.4634146341463415,0.7804878048780488,0.3170731707317073,0.19564613898988575,0.4698419964434429,0.19451219512195125,0.4634146341463415
exp8,jbb_benign,gemma:A4,en,keyword,False,harmless,41,41,1.0,True,,0.0,0.0,0.08566757018443186,0.0,0.0,1.0,0.9143324298155681,0.9999999999999999,1.0,1.0,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A4,en,qwen3_14b,False,harmless,41,41,1.0,True,,0.04878048780487805,0.013480945365169042,0.16138978870370846,0.0,0.12195121951219512,,,,,,0.2682926829268293,0.1569496404781167,0.41933533107076637,0.14634146341463414,0.3902439024390244,0.6585365853658537,0.5054983651982969,0.7844119174261515,0.5121951219512195,0.8048780487804879,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707
exp8,jbb_benign,gemma:A4,sl,gpt41,False,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.21951219512195122,0.12003174778217568,0.3670500598822617,0.0975609756097561,0.34146341463414637,,,,,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,0.6341463414634146,0.4812070108791201,0.7641016898031056,0.4878048780487805,0.7804878048780488,0.12195121951219512,0.053233364685777176,0.25544211520976884,0.024390243902439025,0.22012195121951164
exp8,jbb_benign,gemma:A4,sl,keyword,False,harmless,41,41,1.0,True,,0.34146341463414637,0.21558808257384846,0.49450163480170306,0.1951219512195122,0.4878048780487805,0.6585365853658537,0.5054983651982969,0.7844119174261515,0.5121951219512195,0.8048780487804879,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A4,sl,qwen3_14b,False,harmless,41,41,1.0,True,,0.2682926829268293,0.1569496404781167,0.41933533107076637,0.14634146341463414,0.3902439024390244,,,,,,0.12195121951219512,0.053233364685777176,0.25544211520976884,0.024390243902439025,0.21951219512195122,0.6097560975609756,0.45726856934123794,0.7434385493987647,0.4634146341463415,0.7560975609756098,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A7,en,gpt41,False,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.0,0.0,0.08566757018443186,0.0,0.0,,,,,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,0.975609756097561,0.8740493794422576,0.9956814684310874,0.926829268292683,1.0,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A7,en,keyword,False,harmless,41,41,1.0,True,,0.6585365853658537,0.5054983651982969,0.7844119174261515,0.5121951219512195,0.8048780487804879,0.34146341463414637,0.21558808257384846,0.49450163480170306,0.1951219512195122,0.4878048780487805,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A7,en,qwen3_14b,False,harmless,41,41,1.0,True,,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707,,,,,,0.17073170731707318,0.08525251977594998,0.3126261240040417,0.07317073170731707,0.2926829268292683,0.8048780487804879,0.6598641481293658,0.8976556261484198,0.6829268292682927,0.926829268292683,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:A7,sl,gpt41,False,harmless,41,41,1.0,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.2926829268292683,0.17609187626113423,0.44479467722997157,0.17073170731707318,0.43902439024390244,,,,,,0.12195121951219512,0.053233364685777176,0.25544211520976884,0.024390243902439025,0.21951219512195122,0.5609756097560976,0.4104052722210608,0.7010986826344964,0.4146341463414634,0.7073170731707317,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707
exp8,jbb_benign,gemma:A7,sl,keyword,False,harmless,41,41,1.0,True,,0.5609756097560976,0.4104052722210608,0.7010986826344964,0.4146341463414634,0.7073170731707317,0.43902439024390244,0.2989013173655036,0.5895947277789392,0.2926829268292683,0.5853658536585366,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:A7,sl,qwen3_14b,False,harmless,41,41,1.0,True,,0.3170731707317073,0.19564613898988575,0.4698419964434429,0.17073170731707318,0.4634146341463415,,,,,,0.21951219512195122,0.12003174778217568,0.3670500598822617,0.12195121951219512,0.34146341463414637,0.4634146341463415,0.32056233976336046,0.6125352873233052,0.3170731707317073,0.6097560975609756,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:ADD,en,gpt41,False,harmless,16,41,0.3902439024390244,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.125,0.03497748774324047,0.36022827265758695,0.0,0.3125,,,,,,0.125,0.03497748774324047,0.36022827265758695,0.0,0.3125,0.6875,0.44404355834740666,0.8583535614521796,0.4375,0.9375,0.0625,0.01111934476464252,0.28328737570298945,0.0,0.1875
exp8,jbb_benign,gemma:ADD,en,keyword,False,harmless,41,41,1.0,True,,0.9512195121951219,0.8386102112962914,0.9865190546348308,0.8780487804878049,1.0,0.04878048780487805,0.013480945365169042,0.16138978870370846,0.0,0.12195121951219512,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:ADD,en,qwen3_14b,False,harmless,41,41,1.0,True,,0.1951219512195122,0.10234437385158025,0.3401358518706343,0.07317073170731707,0.3170731707317073,,,,,,0.4146341463414634,0.27756549454252133,0.5663289686596986,0.2682926829268293,0.5609756097560976,0.3902439024390244,0.2565614506012352,0.5427314306587621,0.24390243902439024,0.5365853658536586,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:ADD,sl,gpt41,False,harmless,17,41,0.4146341463414634,False,"ARM-PRIORITISED (5,298 of 12,136): NOT random; compare with Qwen only on overlap",0.6470588235294118,0.41300363485218694,0.8269027960275627,0.4117647058823529,0.8823529411764706,,,,,,0.11764705882352941,0.03287977376379267,0.3433635059488588,0.0,0.29411764705882354,0.23529411764705882,0.09555044322080117,0.4726179811956498,0.058823529411764705,0.47058823529411764,0.0,0.0,0.1843181350088518,0.0,0.0
exp8,jbb_benign,gemma:ADD,sl,keyword,False,harmless,41,41,1.0,True,,0.8292682926829268,0.6873738759959581,0.91474748022405,0.7073170731707317,0.9512195121951219,0.17073170731707318,0.08525251977594998,0.3126261240040417,0.04878048780487805,0.2926829268292683,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:ADD,sl,qwen3_14b,False,harmless,41,41,1.0,True,,0.6829268292682927,0.5301580035565572,0.8043538610101142,0.5365853658536586,0.8292682926829268,,,,,,0.14634146341463414,0.0688424814129593,0.28443458042480957,0.04878048780487805,0.2682926829268293,0.17073170731707318,0.08525251977594998,0.3126261240040417,0.04878048780487805,0.2926829268292683,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:X3,en,keyword,False,harmless,41,41,1.0,True,,0.43902439024390244,0.2989013173655036,0.5895947277789392,0.2926829268292683,0.5853658536585366,0.5609756097560976,0.4104052722210608,0.7010986826344964,0.4146341463414634,0.7073170731707317,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:X3,en,qwen3_14b,False,harmless,41,41,1.0,True,,0.17073170731707318,0.08525251977594998,0.3126261240040417,0.04878048780487805,0.2926829268292683,,,,,,0.0975609756097561,0.03859708489808934,0.22547681305523387,0.024390243902439025,0.1951219512195122,0.7317073170731707,0.5806646689292336,0.8430503595218832,0.5853658536585366,0.8536585365853658,0.0,0.0,0.08566757018443186,0.0,0.0
exp8,jbb_benign,gemma:X3,sl,keyword,False,harmless,41,41,1.0,True,,0.24390243902439024,0.13825002738090333,0.39343336222575687,0.12195121951219512,0.3902439024390244,0.7560975609756098,0.6065666377742431,0.8617499726190967,0.6097560975609756,0.8780487804878049,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:X3,sl,qwen3_14b,False,harmless,41,41,1.0,True,,0.12195121951219512,0.053233364685777176,0.25544211520976884,0.024390243902439025,0.24390243902439024,,,,,,0.12195121951219512,0.053233364685777176,0.25544211520976884,0.024390243902439025,0.22012195121951164,0.7317073170731707,0.5806646689292336,0.8430503595218832,0.5853658536585366,0.8536585365853658,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707
exp8,jbb_benign,gemma:X5,en,keyword,False,harmless,41,41,1.0,True,,0.2682926829268293,0.1569496404781167,0.41933533107076637,0.14634146341463414,0.3902439024390244,0.7317073170731707,0.5806646689292336,0.8430503595218832,0.6097560975609756,0.8536585365853658,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:X5,en,qwen3_14b,False,harmless,41,41,1.0,True,,0.17073170731707318,0.08525251977594998,0.3126261240040417,0.07317073170731707,0.2926829268292683,,,,,,0.1951219512195122,0.10234437385158025,0.3401358518706343,0.07317073170731707,0.3170731707317073,0.6097560975609756,0.45726856934123794,0.7434385493987647,0.4634146341463415,0.7560975609756098,0.024390243902439025,0.004318531568912411,0.1259506205577423,0.0,0.07317073170731707
exp8,jbb_benign,gemma:X5,sl,keyword,False,harmless,41,41,1.0,True,,0.5365853658536586,0.38746471267669474,0.6794376602366394,0.3902439024390244,0.6829268292682927,0.4634146341463415,0.32056233976336046,0.6125352873233052,0.3170731707317073,0.6097560975609756,,,,,,,,,,,,,,,
exp8,jbb_benign,gemma:X5,sl,qwen3_14b,False,harmless,41,41,1.0,True,,0.5853658536585366,0.4336710313403013,0.7224345054574786,0.4146341463414634,0.7317073170731707,,,,,,0.0975609756097561,0.03859708489808934,0.22547681305523387,0.024390243902439025,0.1951219512195122,0.3170731707317073,0.19564613898988575,0.4698419964434429,0.17073170731707318,0.4634146341463415,0.0,0.0,0.08566757018443186,0.0,0.0
