trial,n,K,C,K_repaired,K_content_only,K_empty,C_trunc100,mean_tokens,share_truncated,J_n,J_ref,J_partial,J_complied,J_irrelevant,J_empty,J_malformed,J,n_judged,J_full,J_selection_point,J_posthoc_only,model,phase,sigma_K,K_oracle,sigma_K_repaired,sigma_K_oracle,gbf_i_C,K_journal,KL_journal,direction_scope,params_json,KL_replay,attn_cov0.10,attn_cov0.25,attn_cov0.50,attn_cov0.75,attn_mass,attn_energy,attn_centroid,attn_partic,attn_A1,attn_A2,mlp_cov0.10,mlp_cov0.25,mlp_cov0.50,mlp_cov0.75,mlp_mass,mlp_energy,mlp_centroid,mlp_partic,mlp_A1,mlp_A2,sum_cov0.10,sum_cov0.25,sum_cov0.50,sum_cov0.75,sum_mass,sum_energy,sum_centroid,sum_partic,sum_A1,sum_A2,mean_cos_in_support,run,in_paired_60,is_certification_trial,selected_by_K,selected_by_C,selected_by_J,K_replay_heretic
108,100,95,78,85,10,0,78,100.0,1.0,100.0,79.0,15.0,6.0,0.0,0.0,0.0,79.0,100.0,True,79.0,False,gemma,tpe,2.1473556,66,3.5997438,4.7234025,0.0,95,0.0062704300507903,per layer,"{""attn.o_proj.max_weight"": 1.1264409451397348, ""attn.o_proj.max_weight_position"": 36.40493893707882, ""attn.o_proj.min_weight"": 0.7813018205753159, ""attn.o_proj.min_weight_distance"": 14.936969619692503, ""direction_index"": 20.395513514283365, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.2028855356133856, ""mlp.down_proj.max_weight_position"": 44.85839751974031, ""mlp.down_proj.min_weight"": 5.6529137108171645e-06, ""mlp.down_proj.min_weight_distance"": 8.200206419842177}",0.0041604987345635,26,26,26,26,26.440503060727355,14387316440.765202,34.699177649169734,25.892401549216054,26.44050306072735,14387316440.7652,10,9,7,6,7.614733797542549,9262092598.31102,43.514165668450495,8.649363706434247,7.614733797542549,9262092598.31102,26,26,26,26,34.05523685826991,42711133281.37718,36.670204527494015,23.63309938379569,34.0552368582699,42711133281.37718,1.0,art_0XmNBGkzsJc_ replay,False,True,False,False,False,
109,100,75,63,51,24,0,63,100.0,1.0,100.0,63.0,29.0,8.0,0.0,0.0,0.0,63.0,100.0,True,63.0,False,gemma,tpe,4.310959,35,5.0277576,4.6529264,0.1111111111111111,79,0.0064752884209156,per layer,"{""attn.o_proj.max_weight"": 1.3727369126204703, ""attn.o_proj.max_weight_position"": 35.54441389752943, ""attn.o_proj.min_weight"": 0.9788924192122634, ""attn.o_proj.min_weight_distance"": 13.59103307515179, ""direction_index"": 18.811638837343267, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.7432967947007535, ""mlp.down_proj.max_weight_position"": 46.91800191893628, ""mlp.down_proj.min_weight"": 0.11470020425913616, ""mlp.down_proj.min_weight_distance"": 3.7504006333833493}",0.0101593853905797,26,26,26,26,35.32854195139005,25212902171.632164,34.510618552780976,25.99906910128488,35.32854195139005,25212902171.632164,4,3,2,0,1.949209406309477,1142977529.4224758,45.927933381474894,3.488078782769734,1.949209406309477,1142977529.4224758,26,26,26,26,37.27775135769953,32936294547.39254,35.107616404001696,25.56336047779352,37.27775135769953,32936294547.39254,1.0,art_0XmNBGkzsJc_ replay,False,False,False,False,False,
110,100,100,97,99,1,0,97,100.0,1.0,100.0,97.0,1.0,2.0,0.0,0.0,0.0,97.0,100.0,True,97.0,False,gemma,tpe,0.0,95,0.97659445,2.19827,0.0,100,0.0011667785001918,global,"{""attn.o_proj.max_weight"": 1.3556286618001085, ""attn.o_proj.max_weight_position"": 38.87356549721606, ""attn.o_proj.min_weight"": 0.7234833904110554, ""attn.o_proj.min_weight_distance"": 9.129444096919947, ""direction_index"": 19.468426234741024, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.0786246543840736, ""mlp.down_proj.max_weight_position"": 44.35410679092766, ""mlp.down_proj.min_weight"": 0.14671665264973838, ""mlp.down_proj.min_weight_distance"": 7.074133721429748}",0.0002408137952443,18,18,18,18,21.075465966568835,18082436207.48583,38.55895114208398,17.850588410642114,2.49016450102455,175701661.68211848,10,10,8,5,7.089158267209387,7567512620.85813,43.306340714946046,8.915168554215434,0.5660435468521066,42233016.92894967,18,18,18,18,28.164624233778223,45727739571.93626,39.753889720307775,16.83319930547334,3.056208047876656,339183682.80285376,0.1194648555072151,art_0XmNBGkzsJc_ replay,False,False,False,False,False,
111,100,89,75,74,15,0,75,100.0,1.0,100.0,75.0,17.0,8.0,0.0,0.0,0.0,75.0,100.0,True,75.0,False,gemma,tpe,3.099044,49,4.350105,4.919798,0.0,88,0.0049829678609967,per layer,"{""attn.o_proj.max_weight"": 1.411005875169224, ""attn.o_proj.max_weight_position"": 40.06960822753899, ""attn.o_proj.min_weight"": 0.9599725734680943, ""attn.o_proj.min_weight_distance"": 17.583144442431102, ""direction_index"": 19.21583632213111, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.5775498010739009, ""mlp.down_proj.max_weight_position"": 46.98724318209657, ""mlp.down_proj.min_weight"": 0.5000662332794543, ""mlp.down_proj.min_weight_distance"": 1.0413471603616555}",0.0070800692774355,25,25,25,25,34.69129610829512,26657577281.697792,35.069329525288275,24.99667314817177,34.69129610829512,26657577281.69779,2,2,1,0,0.8778273739128872,196855408.0495774,46.653901560610926,1.8269131986589784,0.877827373912887,196855408.0495774,25,25,25,25,35.569123482208,28658104355.60552,35.35523070732778,24.803339620820505,35.569123482208,28658104355.60552,1.0,art_0XmNBGkzsJc_ replay,False,True,False,False,False,
112,100,94,88,81,13,0,88,100.0,1.0,100.0,88.0,8.0,4.0,0.0,0.0,0.0,88.0,100.0,True,88.0,False,gemma,tpe,2.3809884,67,3.9655018,4.7409363,0.08333333333333333,96,0.0038805198855698,per layer,"{""attn.o_proj.max_weight"": 1.368789142031746, ""attn.o_proj.max_weight_position"": 40.01076414420729, ""attn.o_proj.min_weight"": 0.9553680808958095, ""attn.o_proj.min_weight_distance"": 14.822732259747266, ""direction_index"": 21.988276658387143, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.17555175482521101, ""mlp.down_proj.max_weight_position"": 44.57402450437431, ""mlp.down_proj.min_weight"": 0.6481477747938363, ""mlp.down_proj.min_weight_distance"": 1.052204043466463}",0.0051198862493038,22,22,22,22,29.564848547692627,24772128509.21204,36.55724388674789,21.996693623620697,29.564848547692627,24772128509.21204,2,0,0,0,0.2923998048341935,78006504.83189422,44.51486154430376,1.9982346356395797,0.2923998048341935,78006504.83189422,22,22,22,22,29.857248352526817,26284516694.979813,36.6351749078032,21.97364679075352,29.857248352526817,26284516694.97981,1.0,art_0XmNBGkzsJc_ replay,False,False,False,False,False,
113,100,75,55,50,25,0,55,100.0,1.0,100.0,55.0,32.0,13.0,0.0,0.0,0.0,55.0,100.0,True,55.0,False,gemma,tpe,4.334174,29,5.0449557,4.5462604,0.10256410256410256,77,0.0109977424144744,per layer,"{""attn.o_proj.max_weight"": 1.4807987675952548, ""attn.o_proj.max_weight_position"": 44.961209348886136, ""attn.o_proj.min_weight"": 0.9821193092192501, ""attn.o_proj.min_weight_distance"": 24.963501518330112, ""direction_index"": 23.630095109892707, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.34758007366001087, ""mlp.down_proj.max_weight_position"": 43.835748626482875, ""mlp.down_proj.min_weight"": 0.3695210382460983, ""mlp.down_proj.min_weight_distance"": 3.31890191467436}",0.0131873926147818,28,28,28,28,41.11537525700028,29893181542.243004,33.54501824716244,27.9991220669438,41.11537525700028,29893181542.243,7,3,0,0,1.6298739442331065,595863063.4952564,43.92015140265126,6.475505722882098,1.6298739442331065,595863063.4952564,28,28,28,28,42.74524920123339,37129815063.662125,33.940621489957245,27.84981331189578,42.74524920123339,37129815063.66212,1.0,art_0XmNBGkzsJc_ replay,False,False,False,False,False,
114,100,80,66,53,27,0,66,100.0,1.0,100.0,66.0,26.0,8.0,0.0,0.0,0.0,66.0,100.0,True,66.0,False,gemma,tpe,4.0717664,30,5.0603642,4.609772,0.1527777777777778,75,0.009423921816051,per layer,"{""attn.o_proj.max_weight"": 1.4410234206001804, ""attn.o_proj.max_weight_position"": 37.996298908955374, ""attn.o_proj.min_weight"": 0.9605704896272524, ""attn.o_proj.min_weight_distance"": 16.86004273056996, ""direction_index"": 21.335542642562302, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.0280821425400974, ""mlp.down_proj.max_weight_position"": 45.439075109456525, ""mlp.down_proj.min_weight"": 0.0290768270146564, ""mlp.down_proj.min_weight_distance"": 1.8396243632403269}",0.0079825995489954,26,26,26,26,36.85670836265554,27687994682.478443,34.55275014239,25.99705805865334,36.85670836265554,27687994682.478443,4,2,2,1,1.941909878452295,2475876558.5989933,45.43190594337404,3.0373566264417997,1.941909878452295,2475876558.5989933,26,26,26,26,38.79861824110783,40178777731.06571,35.0972628358026,25.51687561894825,38.79861824110783,40178777731.06571,1.0,art_0XmNBGkzsJc_ replay,False,False,False,False,False,
115,100,92,85,83,9,0,85,100.0,1.0,100.0,86.0,12.0,2.0,0.0,0.0,0.0,86.0,100.0,True,86.0,False,gemma,tpe,2.7137136,62,3.764514,4.816754,0.11363636363636363,93,0.0071800500154495,per layer,"{""attn.o_proj.max_weight"": 1.4795289279128974, ""attn.o_proj.max_weight_position"": 40.921664994099615, ""attn.o_proj.min_weight"": 0.8664697071699571, ""attn.o_proj.min_weight_distance"": 15.976643004292207, ""direction_index"": 19.598452698320905, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.8000665417782303, ""mlp.down_proj.max_weight_position"": 43.97879675156772, ""mlp.down_proj.min_weight"": 0.12595063374357676, ""mlp.down_proj.min_weight_distance"": 6.216048083182846}",0.0073173330165445,23,23,23,23,32.096472784329464,27884298006.753635,36.23548463916401,22.96025700120125,32.096472784329464,27884298006.753635,10,8,5,1,4.9679697827610605,3904590311.735584,43.31501226886927,8.601859125312076,4.9679697827610605,3904590311.735584,23,23,23,23,37.06444256709052,49637699615.99295,37.18439623487828,22.126754176552595,37.06444256709052,49637699615.99294,1.0,art_0XmNBGkzsJc_ replay,False,False,False,False,False,
0,100,77,65,73,4,0,65,80.94,0.45,100.0,69.0,16.0,15.0,0.0,0.0,0.0,69.0,100.0,True,69.0,False,gams,startup,4.2501206,42,4.4283094,4.974522,0.0,77,0.0062236124649643,global,"{""attn.o_proj.max_weight"": 1.335652908640471, ""attn.o_proj.max_weight_position"": 37.69651585109827, ""attn.o_proj.min_weight"": 0.7109502662442033, ""attn.o_proj.min_weight_distance"": 9.111903269991311, ""direction_index"": 35.28625933815789, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.7424929048243758, ""mlp.down_proj.max_weight_position"": 28.434746118394052, ""mlp.down_proj.min_weight"": 0.07349923770273847, ""mlp.down_proj.min_weight_distance"": 3.964808604651576}",0.00622361246496439,18,18,18,18,20.609793235501822,6014190026.251699,37.5327239754276,17.83623079172396,16.383296127361017,3742085488.7053766,8,6,2,0,3.1638385196413066,146857171.4387699,28.4427430927553,6.4442426328471285,1.6525530236329034,39535710.21745298,22,21,19,18,23.77363175514313,6428872429.332973,36.3230126466913,19.857432952977096,18.03584915099392,3885560235.101054,0.7130016939478437,this artifact replay,True,False,False,False,False,77.0
1,100,34,20,23,11,0,20,97.22,0.92,100.0,33.0,29.0,38.0,0.0,0.0,0.0,33.0,100.0,True,33.0,False,gams,startup,4.7608666,20,4.2246795,3.9698014,0.0,34,0.0124326534569263,per layer,"{""attn.o_proj.max_weight"": 1.1354815621704315, ""attn.o_proj.max_weight_position"": 34.62115535320629, ""attn.o_proj.min_weight"": 0.764242165311383, ""attn.o_proj.min_weight_distance"": 16.41921946254915, ""direction_index"": 28.453405052387367, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.3653741755405121, ""mlp.down_proj.max_weight_position"": 45.03475834526613, ""mlp.down_proj.min_weight"": 0.09070927458977673, ""mlp.down_proj.min_weight_distance"": 12.902326746679812}",0.012432653456926346,29,29,29,29,29.458442978304028,5407199339.574114,33.18773280504912,28.860591694635247,29.458442978304028,5407199339.574114,13,7,0,0,3.385039815801351,333316037.91206354,41.83253506421893,12.606942314100031,3.385039815801351,333316037.9120635,29,29,29,29,32.84348279410538,8020080756.600008,34.07871626226857,28.49185894902112,32.84348279410538,8020080756.600007,1.0,this artifact replay,True,False,False,False,False,34.0
2,100,42,5,21,21,0,5,99.93,0.98,100.0,13.0,29.0,58.0,0.0,0.0,0.0,13.0,100.0,True,13.0,False,gams,startup,4.9620056,22,4.1119266,4.1604977,0.03389830508474576,42,0.0294144935905933,per layer,"{""attn.o_proj.max_weight"": 1.4775578331732049, ""attn.o_proj.max_weight_position"": 34.884543380195495, ""attn.o_proj.min_weight"": 0.6969754975189398, ""attn.o_proj.min_weight_distance"": 24.37281080763281, ""direction_index"": 34.71555615856434, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.006565274291605916, ""mlp.down_proj.max_weight_position"": 39.729108589729364, ""mlp.down_proj.min_weight"": 0.844673207795607, ""mlp.down_proj.min_weight_distance"": 27.95498704977974}",0.029414493590593338,37,37,37,37,47.74899123994185,9483940744.471664,29.748669670043324,36.665983155701866,47.74899123994185,9483940744.471664,0,0,0,0,0.2207157324173241,210710.0518043774,29.988605275623488,35.90996847736497,0.2207157324173241,210710.05180437744,37,37,37,37,47.96970697235918,9573473720.83602,29.74977364933069,36.66586042914874,47.96970697235918,9573473720.836018,1.0,this artifact replay,True,False,False,False,False,42.0
3,100,98,97,97,1,0,97,77.23,0.22,100.0,97.0,0.0,3.0,0.0,0.0,0.0,97.0,100.0,True,97.0,False,gams,startup,1.4122667,96,1.6940321,1.9220487,0.0,98,0.0071907402016222,global,"{""attn.o_proj.max_weight"": 1.0453603630149255, ""attn.o_proj.max_weight_position"": 43.08811714273638, ""attn.o_proj.min_weight"": 0.025295045763543023, ""attn.o_proj.min_weight_distance"": 7.208090165205651, ""direction_index"": 26.71310013858545, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.4420294874368681, ""mlp.down_proj.max_weight_position"": 45.939562830681275, ""mlp.down_proj.min_weight"": 0.8599730716237928, ""mlp.down_proj.min_weight_distance"": 25.95947442584456}",0.007190740201622248,11,10,7,5,7.122913581431355,2080589813.881938,42.607768961441664,9.6808253176646,2.157548111775065,178394822.1734562,28,28,0,0,11.540998890468988,933064222.3540604,33.87122489206866,27.94086084588317,5.642854392390276,163720850.18191096,28,28,11,9,18.663912471900343,5317558462.100304,37.20544800848119,21.52057582838504,7.800402504165341,545271155.5761802,0.4950560672793899,this artifact replay,True,False,False,False,False,98.0
4,100,34,2,17,17,0,2,99.99,0.99,100.0,16.0,30.0,54.0,0.0,0.0,0.0,16.0,100.0,True,16.0,False,gams,startup,4.805413,17,3.8023736,3.7939792,0.0,34,0.0336260646581649,per layer,"{""attn.o_proj.max_weight"": 1.1596435395178182, ""attn.o_proj.max_weight_position"": 37.001544310281716, ""attn.o_proj.min_weight"": 0.5936196427925672, ""attn.o_proj.min_weight_distance"": 24.971202538573625, ""direction_index"": 23.64189846648339, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.7501686670348249, ""mlp.down_proj.max_weight_position"": 31.002229609718214, ""mlp.down_proj.min_weight"": 0.8836282415397444, ""mlp.down_proj.min_weight_distance"": 5.157938515594083}",0.03362606465816498,35,35,35,32,33.88752925735045,5725483998.815957,31.13072367278321,34.37149048986517,33.88752925735045,5725483998.815956,11,11,11,1,7.744065637818802,602035801.9371897,31.000146187902413,10.983742712390857,7.744065637818802,602035801.9371898,35,35,35,32,41.63159489516926,8151732792.932185,31.10643441323684,31.46855742447296,41.63159489516926,8151732792.932184,1.0,this artifact replay,True,False,False,False,False,34.0
5,100,97,96,97,0,0,96,77.32,0.23,100.0,97.0,1.0,2.0,0.0,0.0,0.0,97.0,100.0,True,97.0,False,gams,startup,1.730924,96,1.730924,1.9509776,0.0,97,0.0034280407708138,per layer,"{""attn.o_proj.max_weight"": 1.4601656453219194, ""attn.o_proj.max_weight_position"": 33.82298020957671, ""attn.o_proj.min_weight"": 0.4071242335307148, ""attn.o_proj.min_weight_distance"": 8.121191221355227, ""direction_index"": 18.863406288820105, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": -0.19971559904867744, ""mlp.down_proj.max_weight_position"": 38.52685927279809, ""mlp.down_proj.min_weight"": 0.6640400492774723, ""mlp.down_proj.min_weight_distance"": 9.86309545749661}",0.0034280407708138227,16,16,16,13,16.54042494429521,2692213294.684272,33.63321566953142,15.138180131919798,16.54042494429521,2692213294.684272,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,16,16,16,13,16.54042494429521,2692213294.684272,33.63321566953142,15.138180131919798,16.54042494429521,2692213294.684272,1.0,this artifact replay,True,False,False,False,False,97.0
6,100,29,10,17,12,0,10,99.24,0.96,100.0,36.0,32.0,32.0,0.0,0.0,0.0,36.0,100.0,True,36.0,False,gams,startup,4.432185,16,3.7615898,3.6424825,0.0,29,0.0202257949858903,global,"{""attn.o_proj.max_weight"": 1.2832623221092714, ""attn.o_proj.max_weight_position"": 34.28813205531377, ""attn.o_proj.min_weight"": 0.6920298921817408, ""attn.o_proj.min_weight_distance"": 19.32885295222423, ""direction_index"": 29.901351072329795, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.5596493700635686, ""mlp.down_proj.max_weight_position"": 28.40787547445878, ""mlp.down_proj.min_weight"": 0.7604160891076248, ""mlp.down_proj.min_weight_distance"": 26.952401878822062}",0.02022579498589039,33,33,33,33,36.56096508582683,6715841797.073265,31.49376334071682,32.68908552778984,19.186746307579227,2145733823.081339,46,46,24,0,23.036267878768484,1316893113.186953,24.94200458839176,45.76726695721812,8.842866312941553,421036378.8470665,46,46,33,33,59.597232964595314,13973127171.937033,28.961295603745075,39.2846477576645,28.02961262052078,4465244037.063512,0.3664658534500413,this artifact replay,True,False,False,False,False,29.0
7,100,31,1,6,25,0,1,100.0,1.0,100.0,5.0,13.0,82.0,0.0,0.0,0.0,5.0,100.0,True,5.0,False,gams,startup,4.6523757,7,2.4048176,2.5826943,0.0,31,0.1687384247779846,per layer,"{""attn.o_proj.max_weight"": 1.3058603245031022, ""attn.o_proj.max_weight_position"": 29.356814435097565, ""attn.o_proj.min_weight"": 0.4259316201493918, ""attn.o_proj.min_weight_distance"": 18.9284332033305, ""direction_index"": 20.998510387591697, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.2306890494321627, ""mlp.down_proj.max_weight_position"": 31.39010548214005, ""mlp.down_proj.min_weight"": 0.4726418364688967, ""mlp.down_proj.min_weight_distance"": 16.34098984990031}",0.16873842477798462,37,37,37,28,34.757925592595825,4293806036.9836855,29.13904659524229,35.21541009826653,34.757925592595825,4293806036.9836855,32,32,32,24,29.214516019012137,4082806118.280984,31.461753390061865,30.76212750299185,29.214516019012137,4082806118.280984,37,37,37,32,63.97244161160796,16735974413.221489,30.199765135214545,33.66470784825742,63.97244161160796,16735974413.221483,1.0,this artifact replay,True,False,False,False,False,31.0
8,100,84,75,82,2,0,75,80.54,0.42,100.0,76.0,13.0,11.0,0.0,0.0,0.0,76.0,100.0,True,76.0,False,gams,startup,3.6252122,79,3.8173907,4.0803514,0.0,84,0.0041374433785676,per layer,"{""attn.o_proj.max_weight"": 1.0409743294973834, ""attn.o_proj.max_weight_position"": 43.93091813775781, ""attn.o_proj.min_weight"": 0.8389928586602876, ""attn.o_proj.min_weight_distance"": 1.2604236952408097, ""direction_index"": 30.39539790086107, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.0276447640986017, ""mlp.down_proj.max_weight_position"": 44.8299102869405, ""mlp.down_proj.min_weight"": 0.3670353389460309, ""mlp.down_proj.min_weight_distance"": 10.863314402762901}",0.004137443378567696,3,3,3,3,2.8477877141053507,1291896265.7979307,43.9935485844001,2.988519857090981,2.847787714105351,1291896265.7979307,14,14,11,7,10.33698849914565,2901500726.379792,41.57095830686435,13.00324924396833,10.33698849914565,2901500726.379792,14,14,11,7,13.184776213251002,6838598319.520309,42.0942150324312,10.559783090585986,13.184776213251002,6838598319.520309,1.0,this artifact replay,True,False,False,False,False,84.0
9,100,90,88,89,1,0,88,80.1,0.36,100.0,90.0,5.0,5.0,0.0,0.0,0.0,90.0,100.0,True,90.0,False,gams,startup,2.963828,85,3.0847166,3.5219202,0.0,90,0.0041562570258975,per layer,"{""attn.o_proj.max_weight"": 0.974699802673833, ""attn.o_proj.max_weight_position"": 32.78000784494932, ""attn.o_proj.min_weight"": 0.07874977488223855, ""attn.o_proj.min_weight_distance"": 3.9242191064593097, ""direction_index"": 26.039046006841954, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.4307450670267685, ""mlp.down_proj.max_weight_position"": 39.25037951458715, ""mlp.down_proj.min_weight"": 0.48952950933232975, ""mlp.down_proj.min_weight_distance"": 11.632205261315393}",0.004156257025897503,8,6,4,2,4.13646783402878,287390242.86310995,32.747831078828135,6.348397412908146,4.13646783402878,287390242.86310995,20,18,0,0,6.667871882678147,591046780.234196,37.990545397207455,19.389730037200614,6.667871882678147,591046780.2341958,20,19,7,5,10.804339716706927,1168854596.4703686,35.983359422904535,15.492492618038222,10.804339716706927,1168854596.4703686,1.0,this artifact replay,True,False,False,False,False,90.0
10,100,92,91,91,1,0,91,80.16,0.32,100.0,93.0,3.0,4.0,0.0,0.0,0.0,93.0,100.0,True,93.0,False,gams,startup,2.6667647,86,2.810022,3.384924,0.0,92,0.0032265335321426,per layer,"{""attn.o_proj.max_weight"": 1.1535209660475816, ""attn.o_proj.max_weight_position"": 36.405084252854266, ""attn.o_proj.min_weight"": 0.5045441725825995, ""attn.o_proj.min_weight_distance"": 7.2465938310708236, ""direction_index"": 33.80360645824462, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.1420199015897604, ""mlp.down_proj.max_weight_position"": 44.30818832919783, ""mlp.down_proj.min_weight"": 0.599468715310531, ""mlp.down_proj.min_weight_distance"": 19.678844000856213}",0.003226533532142639,14,14,14,10,12.284799915396674,2280474140.8417234,36.47014185816702,13.560826512423912,12.284799915396674,2280474140.8417234,18,0,0,0,2.68475828594996,81491490.13913774,36.97598808733779,22.496852517849327,2.68475828594996,81491490.13913774,18,14,14,13,14.969558201346633,2996975558.820062,36.56086429879728,15.581174791338562,14.969558201346633,2996975558.820062,1.0,this artifact replay,True,False,False,False,False,92.0
11,100,98,97,97,1,0,97,75.75,0.2,100.0,98.0,0.0,2.0,0.0,0.0,0.0,98.0,100.0,True,98.0,False,gams,startup,1.4122667,96,1.6940321,1.9220487,0.0,98,0.0026678955182433,per layer,"{""attn.o_proj.max_weight"": 0.9302495731712805, ""attn.o_proj.max_weight_position"": 32.17963361875723, ""attn.o_proj.min_weight"": 0.43707090665945725, ""attn.o_proj.min_weight_distance"": 5.5636172733736355, ""direction_index"": 27.749509133815764, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.2888098647606268, ""mlp.down_proj.max_weight_position"": 39.28875554069061, ""mlp.down_proj.min_weight"": 0.2920482015124508, ""mlp.down_proj.min_weight_distance"": 2.5170793011560244}",0.002667895518243313,11,11,9,4,7.392146563895244,585983240.3758683,32.068617395835666,10.484785755934384,7.392146563895244,585983240.3758683,5,5,4,3,4.164440362108495,1022393875.396253,39.15080667764008,4.566287551450756,4.164440362108495,1022393875.396253,15,15,14,8,11.55658692600374,1701307787.83948,34.620699172755,14.136810670294404,11.55658692600374,1701307787.83948,1.0,this artifact replay,True,False,False,False,False,98.0
12,100,37,2,15,22,0,2,100.0,1.0,100.0,7.0,30.0,63.0,0.0,0.0,0.0,7.0,100.0,True,7.0,False,gams,startup,4.8545594,14,3.6724906,3.5540278,0.015625,37,0.1233812719583511,per layer,"{""attn.o_proj.max_weight"": 0.8332876454127116, ""attn.o_proj.max_weight_position"": 39.76311779302705, ""attn.o_proj.min_weight"": 0.990646778214411, ""attn.o_proj.min_weight_distance"": 26.154464997110523, ""direction_index"": 32.39548365430694, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.8967944773623366, ""mlp.down_proj.max_weight_position"": 33.356490818881134, ""mlp.down_proj.min_weight"": 0.38644126852553917, ""mlp.down_proj.min_weight_distance"": 24.23166313152547}",0.12338127195835114,34,34,34,34,28.220110104818083,3580395368.435749,30.52546185257401,33.99973450543539,28.220110104818083,3580395368.435749,38,38,32,13,25.345752453645662,2730403453.0862465,30.035828224502318,36.25938322985655,25.345752453645662,2730403453.0862465,38,38,34,34,53.56586255846375,12522051034.56936,30.29378197032548,35.6133596883136,53.56586255846375,12522051034.569365,1.0,this artifact replay,True,True,False,False,False,37.0
13,100,40,3,17,23,0,3,100.0,0.99,100.0,19.0,28.0,53.0,0.0,0.0,0.0,19.0,100.0,True,19.0,False,gams,startup,4.8503757,18,3.7900636,3.9521518,0.03225806451612903,40,0.129289910197258,per layer,"{""attn.o_proj.max_weight"": 0.9363783810360451, ""attn.o_proj.max_weight_position"": 41.56471237332608, ""attn.o_proj.min_weight"": 0.4562498346577709, ""attn.o_proj.min_weight_distance"": 21.938357853094445, ""direction_index"": 26.61376943579272, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.0268663580579784, ""mlp.down_proj.max_weight_position"": 29.973757281833382, ""mlp.down_proj.min_weight"": 0.20594758811356462, ""mlp.down_proj.min_weight_distance"": 26.445093082979383}",0.129289910197258,28,28,25,14,20.16036033126549,3531580148.145521,35.11689982693147,26.79250459829948,20.160360331265487,3531580148.145521,44,43,35,18,29.648681766792134,2771921659.790229,27.72104111100261,39.817602138625794,29.648681766792134,2771921659.790229,44,43,35,28,49.80904209805763,12267416492.930202,30.714537279403537,36.03658500706677,49.80904209805762,12267416492.930202,1.0,this artifact replay,True,False,False,False,False,40.0
14,100,43,15,25,18,0,15,99.67,0.96,100.0,46.0,27.0,27.0,0.0,0.0,0.0,46.0,100.0,True,46.0,False,gams,startup,4.9947658,24,4.375794,4.307392,0.01818181818181818,43,0.0204478166997432,global,"{""attn.o_proj.max_weight"": 0.835885835595857, ""attn.o_proj.max_weight_position"": 37.89984032276931, ""attn.o_proj.min_weight"": 0.8163433096299509, ""attn.o_proj.min_weight_distance"": 25.944772312759888, ""direction_index"": 39.943257682984225, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.3525950736771932, ""mlp.down_proj.max_weight_position"": 40.64798337499344, ""mlp.down_proj.min_weight"": 0.2406625355262717, ""mlp.down_proj.min_weight_distance"": 25.27903618893159}",0.02044781669974327,36,36,36,24,27.758228110828124,3341661913.6844687,30.038014923881523,35.876509400768605,13.725606225436902,2210297234.8548856,32,32,28,22,29.482655700293137,6991303658.023623,34.373851214727694,28.843787679641785,18.85371717930937,5035933418.115228,36,36,36,32,57.24088381112127,19910244680.746246,32.27124334428228,33.30949198072297,32.57932340474627,13900939376.720827,0.4751072796637097,this artifact replay,True,True,False,False,False,43.0
