trial,n,K,C,K_repaired,K_content_only,K_empty,C_trunc100,mean_tokens,share_truncated,J_n,J_ref,J_partial,J_complied,J_irrelevant,J_empty,J_malformed,J,n_judged,J_full,J_selection_point,J_posthoc_only,model,phase,sigma_K,K_oracle,sigma_K_repaired,sigma_K_oracle,gbf_i_C,K_journal,KL_journal,direction_scope,params_json,KL_replay,attn_cov0.10,attn_cov0.25,attn_cov0.50,attn_cov0.75,attn_mass,attn_energy,attn_centroid,attn_partic,attn_A1,attn_A2,mlp_cov0.10,mlp_cov0.25,mlp_cov0.50,mlp_cov0.75,mlp_mass,mlp_energy,mlp_centroid,mlp_partic,mlp_A1,mlp_A2,sum_cov0.10,sum_cov0.25,sum_cov0.50,sum_cov0.75,sum_mass,sum_energy,sum_centroid,sum_partic,sum_A1,sum_A2,mean_cos_in_support,run,in_paired_60,is_certification_trial,selected_by_K,selected_by_C,selected_by_J,K_replay_heretic
41,100,93,66,77,16,0,66,100.0,1.0,100.0,64.0,23.0,13.0,0.0,0.0,0.0,64.0,100.0,True,64.0,False,gemma,startup,2.5654979,53,4.209197,4.928239,0.027777777777777776,92,0.0233800783753395,per layer,"{""attn.o_proj.max_weight"": 0.8871654713186036, ""attn.o_proj.max_weight_position"": 35.573859739228766, ""attn.o_proj.min_weight"": 0.7466298988106123, ""attn.o_proj.min_weight_distance"": 25.90939340356853, ""direction_index"": 27.916640144412895, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.3946349771781381, ""mlp.down_proj.max_weight_position"": 45.09693840725191, ""mlp.down_proj.min_weight"": 0.23150000564704665, ""mlp.down_proj.min_weight_distance"": 27.094467043557504}",0.0238439086824655,38,38,38,28,30.146294502002,9508253187.798857,29.200626376703458,37.7593612796633,30.146294502002,9508253187.798857,29,15,0,0,7.454853309964081,1667885145.9343624,35.932743992963005,25.805973120674157,7.454853309964081,1667885145.9343624,38,38,38,29,37.60114781196608,18986822242.393845,30.535344921616296,36.637948133602926,37.60114781196608,18986822242.393845,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
42,100,98,94,93,5,0,94,100.0,1.0,100.0,95.0,3.0,2.0,0.0,0.0,0.0,95.0,100.0,True,95.0,False,gemma,startup,1.3977555,85,2.4962282,3.5205019,0.0,98,0.012888035736978,per layer,"{""attn.o_proj.max_weight"": 0.9914719132125418, ""attn.o_proj.max_weight_position"": 46.81057253187694, ""attn.o_proj.min_weight"": 0.6956487695918402, ""attn.o_proj.min_weight_distance"": 16.90554481002505, ""direction_index"": 20.707173880117146, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.0927104465907158, ""mlp.down_proj.max_weight_position"": 35.522484050808224, ""mlp.down_proj.min_weight"": 0.08952500356210458, ""mlp.down_proj.min_weight_distance"": 10.280412108698776}",0.0168274715542793,18,18,18,14,15.169618358293071,10605211396.449066,39.06630347336992,17.7880134487746,15.169618358293071,10605211396.449066,20,18,12,8,12.176721984325994,3870032200.862966,35.517869267977325,16.550106084751118,12.176721984325994,3870032200.862966,22,21,18,18,27.346340342619065,24123551608.312603,37.48626401443733,18.94255886237916,27.34634034261906,24123551608.312603,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
43,100,90,62,72,18,0,62,100.0,1.0,100.0,65.0,20.0,15.0,0.0,0.0,0.0,65.0,100.0,True,65.0,False,gemma,startup,2.9457324,50,4.461889,4.8887196,0.013888888888888888,88,0.0165845975279808,per layer,"{""attn.o_proj.max_weight"": 1.3001684248538212, ""attn.o_proj.max_weight_position"": 32.08985260021106, ""attn.o_proj.min_weight"": 0.25262995261362176, ""attn.o_proj.min_weight_distance"": 21.93028725527035, ""direction_index"": 19.74196437508657, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.04773746643899546, ""mlp.down_proj.max_weight_position"": 31.856750941965675, ""mlp.down_proj.min_weight"": 0.715795166288015, ""mlp.down_proj.min_weight_distance"": 21.851661425348215}",0.0205094367265701,37,37,33,25,32.52593841210004,11217081579.83305,30.427177295111765,34.11947994252413,32.52593841210004,11217081579.83305,0,0,0,0,1.5488027352009688,24256957.16665837,29.388797110342157,36.73705044934256,1.5488027352009688,24256957.16665837,37,37,34,27,34.07474114730101,12274529159.040474,30.3799796931286,34.28876881863924,34.07474114730101,12274529159.040474,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
44,100,100,96,99,1,0,96,100.0,1.0,100.0,96.0,2.0,2.0,0.0,0.0,0.0,96.0,100.0,True,96.0,False,gemma,startup,0.0,95,0.97659445,2.176054,0.0,100,0.0011283347848802,per layer,"{""attn.o_proj.max_weight"": 0.8608309420938871, ""attn.o_proj.max_weight_position"": 46.3735620403464, ""attn.o_proj.min_weight"": 0.502590991896195, ""attn.o_proj.min_weight_distance"": 8.658475800852349, ""direction_index"": 39.7690645250466, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": -0.092752712610608, ""mlp.down_proj.max_weight_position"": 29.63871079480795, ""mlp.down_proj.min_weight"": 0.9992755258816318, ""mlp.down_proj.min_weight_distance"": 3.1835017901662406}",0.0005743639776483,10,10,8,3,6.630770037204465,5462249941.026781,43.073242144486095,9.61166391192564,6.630770037204465,5462249941.026781,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,10,10,8,3,6.630770037204465,5462249941.026781,43.073242144486095,9.61166391192564,6.630770037204465,5462249941.026781,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
45,100,99,86,96,3,0,86,100.0,1.0,100.0,85.0,13.0,2.0,0.0,0.0,0.0,85.0,100.0,True,85.0,False,gemma,startup,1.0001376,87,1.9987667,3.2938578,0.0,99,0.0053700385615229,global,"{""attn.o_proj.max_weight"": 1.421942562175185, ""attn.o_proj.max_weight_position"": 31.527901420390748, ""attn.o_proj.min_weight"": 0.6502695878566195, ""attn.o_proj.min_weight_distance"": 25.246664793542234, ""direction_index"": 33.691115749168816, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": -0.14674264560933245, ""mlp.down_proj.max_weight_position"": 30.914000792448224, ""mlp.down_proj.min_weight"": 0.36151160508403934, ""mlp.down_proj.min_weight_distance"": 12.747432535979712}",0.0049809427000582,41,41,41,41,49.61794339660394,20953645407.97352,27.742820254608773,40.51763179504548,21.609902858088667,8035703666.080819,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,41,41,41,41,49.61794339660394,20953645407.97352,27.742820254608773,40.51763179504548,21.609902858088667,8035703666.080819,0.4070136186720804,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
46,100,100,97,100,0,0,97,100.0,1.0,100.0,98.0,0.0,2.0,0.0,0.0,0.0,98.0,100.0,True,98.0,False,gemma,startup,0.0,97,0.0,1.7128066,0.0,100,0.0007921619690023,global,"{""attn.o_proj.max_weight"": 1.0364867415484358, ""attn.o_proj.max_weight_position"": 38.53861980666168, ""attn.o_proj.min_weight"": 0.8368933166547248, ""attn.o_proj.min_weight_distance"": 9.969385806794154, ""direction_index"": 25.20970557411984, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.4151029466167038, ""mlp.down_proj.max_weight_position"": 35.45490983602075, ""mlp.down_proj.min_weight"": 0.39116532363649714, ""mlp.down_proj.min_weight_distance"": 1.431900881182661}",0.0011400927323848,19,19,19,19,18.157920781894276,12129607271.921743,38.045271597189625,18.95474441203905,5.687094844998658,796361355.6510544,2,2,2,2,2.22851358628209,873338709.5975204,35.48782578443654,1.9988150103198248,0.735456975577657,94959619.4878788,19,19,19,19,20.386434368176364,14549295225.889853,37.76570810722508,17.12551822517469,6.422551820576314,1059184642.4357684,0.3156917653952255,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
47,100,100,93,100,0,0,93,100.0,1.0,100.0,93.0,4.0,3.0,0.0,0.0,0.0,93.0,100.0,True,93.0,False,gemma,startup,0.0,93,0.0,2.515107,0.0,100,0.0024976588319987,global,"{""attn.o_proj.max_weight"": 1.3952361406377172, ""attn.o_proj.max_weight_position"": 33.90596335448413, ""attn.o_proj.min_weight"": 0.629061209478275, ""attn.o_proj.min_weight_distance"": 14.98287012005069, ""direction_index"": 38.28327271371856, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.29428359153216843, ""mlp.down_proj.max_weight_position"": 41.18497188653289, ""mlp.down_proj.min_weight"": 0.3351470873157041, ""mlp.down_proj.min_weight_distance"": 1.3224300221628427}",0.0022703253198415,29,29,29,29,33.17660891578456,17478529389.34352,33.1980855914273,28.533584345668164,19.171577697854005,9586705347.879429,3,1,0,0,0.5595812410034153,103808106.37119898,41.09781185554272,2.7094809181464456,0.4612045519185358,69745695.06813793,29,29,29,29,33.73619015678798,18735682004.758625,33.32911812965752,28.471634847315684,19.63278224977254,10432916713.49589,0.5558854610954033,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
48,100,100,93,99,1,0,93,100.0,1.0,100.0,93.0,5.0,2.0,0.0,0.0,0.0,93.0,100.0,True,93.0,False,gemma,startup,0.0,88,0.97659445,3.147403,0.0,99,0.0030793352052569,global,"{""attn.o_proj.max_weight"": 1.2525927062772837, ""attn.o_proj.max_weight_position"": 33.15227622365866, ""attn.o_proj.min_weight"": 0.7168953208903243, ""attn.o_proj.min_weight_distance"": 9.098398231975944, ""direction_index"": 40.87239608615868, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.1778839766101659, ""mlp.down_proj.max_weight_position"": 43.15584027763268, ""mlp.down_proj.min_weight"": 0.05089421168977348, ""mlp.down_proj.min_weight_distance"": 12.622494084876362}",0.0022700463887304,18,18,18,18,19.389651113071466,7393123780.853401,33.44338371147482,17.841461667809583,11.516693806150483,4390532180.549929,17,15,12,9,12.105910378238075,11234814333.54169,41.019978390449374,14.042732881224104,9.64468921364884,7567036766.537601,23,23,23,23,31.49556149130954,27547260838.88043,36.35559012447082,21.42837085399144,21.161383019799324,18832159979.892296,0.6299660108036711,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
49,100,100,96,100,0,0,96,100.0,1.0,100.0,96.0,2.0,2.0,0.0,0.0,0.0,96.0,100.0,True,96.0,False,gemma,startup,0.0,97,0.0,1.730924,0.0,100,0.0011772813741117,per layer,"{""attn.o_proj.max_weight"": 1.1453616302799037, ""attn.o_proj.max_weight_position"": 29.61234963453288, ""attn.o_proj.min_weight"": 0.20936944959777493, ""attn.o_proj.min_weight_distance"": 2.9007037550866377, ""direction_index"": 38.38447664938904, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": -0.18380213233627782, ""mlp.down_proj.max_weight_position"": 30.58960805518623, ""mlp.down_proj.min_weight"": 0.09779690989022694, ""mlp.down_proj.min_weight_distance"": 18.954780972809075}",0.0006025510374456,6,6,4,2,4.0624995245467055,523410299.4061813,29.577702267936136,5.242877877736521,4.0624995245467055,523410299.4061812,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,6,6,4,2,4.0624995245467055,523410299.4061813,29.577702267936136,5.242877877736521,4.0624995245467055,523410299.4061812,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
50,100,82,6,69,13,0,6,100.0,1.0,100.0,8.0,69.0,23.0,0.0,0.0,0.0,8.0,100.0,True,8.0,False,gemma,startup,3.7775142,17,4.6568055,3.765889,0.1523809523809524,81,0.283085823059082,per layer,"{""attn.o_proj.max_weight"": 1.0078580294611137, ""attn.o_proj.max_weight_position"": 42.215291959073284, ""attn.o_proj.min_weight"": 0.6205395940163719, ""attn.o_proj.min_weight_distance"": 26.528766456157843, ""direction_index"": 41.53789786362955, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.2772427646426443, ""mlp.down_proj.max_weight_position"": 33.132717104414816, ""mlp.down_proj.min_weight"": 0.8326683261031333, ""mlp.down_proj.min_weight_distance"": 16.548577386211065}",0.2824637293815613,32,32,32,23,26.90687147853956,12523086704.733604,32.749470791915265,31.39241391335032,26.90687147853956,12523086704.733604,31,31,31,31,36.476893482510384,18847020554.19301,32.09615714229205,30.923092356876666,36.47689348251038,18847020554.19301,32,32,32,31,63.38376496104994,61970148635.67207,32.37349356142698,31.367109561950134,63.38376496104994,61970148635.67207,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
51,100,97,93,90,7,0,93,100.0,1.0,100.0,92.0,6.0,2.0,0.0,0.0,0.0,92.0,100.0,True,92.0,False,gemma,startup,1.6862936,83,3.0095353,3.781534,0.0,99,0.0197558235377073,per layer,"{""attn.o_proj.max_weight"": 1.2112696711202506, ""attn.o_proj.max_weight_position"": 44.85399627216432, ""attn.o_proj.min_weight"": 0.294173885432223, ""attn.o_proj.min_weight_distance"": 12.49704783904286, ""direction_index"": 34.93754595670812, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.7490654216316108, ""mlp.down_proj.max_weight_position"": 41.82885184296859, ""mlp.down_proj.min_weight"": 0.9051468488813411, ""mlp.down_proj.min_weight_distance"": 17.02543531597856}",0.0211025141179561,15,15,13,9,12.71758321149153,12857725451.301308,41.26275994578609,13.7464227535854,12.71758321149153,12857725451.301308,23,23,23,0,16.535257160706955,7323905887.268496,36.17781556312905,22.98001349076229,16.535257160706955,7323905887.268495,23,23,23,15,29.252840372198484,38426790419.27448,38.38847963846128,20.203267466902904,29.25284037219848,38426790419.27448,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
52,100,100,97,100,0,0,97,100.0,1.0,100.0,97.0,1.0,2.0,0.0,0.0,0.0,97.0,100.0,True,97.0,False,gemma,startup,0.0,95,0.0,2.19827,0.0,99,0.0006966453511267,global,"{""attn.o_proj.max_weight"": 0.9993916880290334, ""attn.o_proj.max_weight_position"": 39.83371638729182, ""attn.o_proj.min_weight"": 0.29754617346961454, ""attn.o_proj.min_weight_distance"": 8.86790022261646, ""direction_index"": 21.0882679696928, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.069815189119748, ""mlp.down_proj.max_weight_position"": 43.02715069627446, ""mlp.down_proj.min_weight"": 0.6067421633079724, ""mlp.down_proj.min_weight_distance"": 13.357930683821355}",0.0008437219075858,17,17,13,6,11.223784155768492,6501444946.950458,39.42339355800426,15.57993431006739,1.659861810639486,110894780.88693853,18,18,18,15,16.06708802047862,12327433840.093094,39.15868152444747,17.65366837481179,2.4847311270701957,198586919.5358809,18,18,18,17,27.290872176247117,36258512840.42308,39.26754835394594,17.10627498365936,4.144592937709682,595117999.4305172,0.1622081159687073,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
53,100,100,97,99,1,0,97,100.0,1.0,100.0,97.0,1.0,2.0,0.0,0.0,0.0,97.0,100.0,True,97.0,False,gemma,startup,0.0,94,0.98220474,2.3760622,0.0,100,0.0047509102150797,global,"{""attn.o_proj.max_weight"": 1.1066104074661325, ""attn.o_proj.max_weight_position"": 39.65487292814977, ""attn.o_proj.min_weight"": 0.4641550699508056, ""attn.o_proj.min_weight_distance"": 14.375881850200637, ""direction_index"": 19.376469531956555, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.38488689737004567, ""mlp.down_proj.max_weight_position"": 34.33851287705576, ""mlp.down_proj.min_weight"": 0.32122363530065223, ""mlp.down_proj.min_weight_distance"": 26.15991619599247}",0.006966674234718,22,22,22,16,18.944903472705317,11816088946.86847,37.30742150430835,21.278206551994625,2.58849062483716,118410314.57138044,39,27,0,0,10.81215928626172,1331252317.7074273,30.146965984277195,36.5949970531446,3.0783496972623308,26169820.21382577,39,27,22,22,29.75706275896704,20947610902.489487,34.70568670703105,27.23239538848488,5.666840322099491,233818812.62260532,0.3092983093273529,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
54,100,98,94,98,0,0,94,100.0,1.0,100.0,94.0,4.0,2.0,0.0,0.0,0.0,94.0,100.0,True,94.0,False,gemma,startup,1.4000621,86,1.4000621,3.4492302,0.0,99,0.0021081811282783,global,"{""attn.o_proj.max_weight"": 0.8658403007871216, ""attn.o_proj.max_weight_position"": 34.80381393405317, ""attn.o_proj.min_weight"": 0.06958978432555363, ""attn.o_proj.min_weight_distance"": 25.6367267302216, ""direction_index"": 41.75213960302098, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.5076479582671709, ""mlp.down_proj.max_weight_position"": 43.03233793037233, ""mlp.down_proj.min_weight"": 0.9999344804266129, ""mlp.down_proj.min_weight_distance"": 19.786651245255584}",0.0023692545946687,37,32,23,7,20.31238014890017,5735151789.257234,31.890609830602106,32.51381796874728,10.2307424236556,3530537237.0640674,24,24,24,0,12.183213933546714,3514989044.9983835,35.50013005318633,23.99999999082897,7.36614482179284,2250629760.477667,37,32,24,24,32.495594082446885,18091219152.477283,33.24388735362979,29.8587677572651,17.596887245448436,11360347759.867474,0.4086032924365519,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
55,100,98,87,88,10,0,87,100.0,1.0,100.0,88.0,10.0,2.0,0.0,0.0,0.0,88.0,100.0,True,88.0,False,gemma,startup,1.4106492,83,3.3069532,3.6629286,0.0,98,0.0033853380009531,per layer,"{""attn.o_proj.max_weight"": 1.2265553005430525, ""attn.o_proj.max_weight_position"": 37.3087895676923, ""attn.o_proj.min_weight"": 0.3847640933914611, ""attn.o_proj.min_weight_distance"": 14.399946856284853, ""direction_index"": 29.546022982570697, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.3499833148979605, ""mlp.down_proj.max_weight_position"": 39.44023395533196, ""mlp.down_proj.min_weight"": 0.5516684673786048, ""mlp.down_proj.min_weight_distance"": 1.4194550679695772}",0.0037962400820106,25,25,24,18,22.19826563043668,12188601179.238548,35.84117656861616,23.71342980922674,22.19826563043668,12188601179.238546,2,2,2,2,2.2735775863954397,1790868425.7745032,39.488791415447466,1.998995445876684,2.2735775863954384,1790868425.7745028,25,25,24,18,24.47184321683212,17481967994.936718,36.18006135494295,21.069464471142663,24.47184321683212,17481967994.936718,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
56,100,100,96,99,1,0,96,100.0,1.0,100.0,96.0,2.0,2.0,0.0,0.0,0.0,96.0,100.0,True,96.0,False,gemma,startup,0.0,96,0.97659445,1.9749482,0.0,100,0.001217562588863,global,"{""attn.o_proj.max_weight"": 1.4688189561885374, ""attn.o_proj.max_weight_position"": 45.921792152519146, ""attn.o_proj.min_weight"": 0.30988888991363694, ""attn.o_proj.min_weight_distance"": 6.255437806117127, ""direction_index"": 38.14275740584639, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.1651524774595807, ""mlp.down_proj.max_weight_position"": 41.36636763795114, ""mlp.down_proj.min_weight"": 0.35463413404787414, ""mlp.down_proj.min_weight_distance"": 5.886798062346417}",0.0013479082845151,8,8,8,6,8.236303430746293,12669839190.545162,44.17013312109992,7.317315054559001,5.431608851853774,5156164684.2612295,12,12,10,6,9.383372866165232,7931751641.657799,41.43451153852736,11.128554485614558,7.3348452320075825,4494431567.639032,12,12,11,9,17.61967629691152,37184171280.64748,42.7132756341944,10.35014836695582,12.766454083861356,17202872356.431858,0.7721437426143417,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
57,100,99,88,90,9,0,88,100.0,1.0,100.0,89.0,8.0,3.0,0.0,0.0,0.0,89.0,100.0,True,89.0,False,gemma,startup,1.0044299,85,3.025715,3.4146519,0.0,99,0.0062575303018093,per layer,"{""attn.o_proj.max_weight"": 1.3749544886389322, ""attn.o_proj.max_weight_position"": 44.100777532485104, ""attn.o_proj.min_weight"": 0.17231372804156564, ""attn.o_proj.min_weight_distance"": 21.543362271039832, ""direction_index"": 30.586423263772943, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.19345080063046738, ""mlp.down_proj.max_weight_position"": 31.740337131841493, ""mlp.down_proj.min_weight"": 0.41679066507472884, ""mlp.down_proj.min_weight_distance"": 13.88134967660555}",0.0079104891046881,25,25,20,15,21.75315779903687,19227732638.81859,37.84279693448304,21.545949000073623,21.75315779903687,19227732638.818584,23,0,0,0,3.823609215093032,183483242.57787168,31.60013058410301,26.470823929319906,3.823609215093031,183483242.57787168,27,25,23,18,25.576767014129903,22457452494.58525,36.909546982646766,23.485099381968404,25.576767014129903,22457452494.585247,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
58,100,84,52,62,22,0,52,100.0,1.0,100.0,54.0,32.0,14.0,0.0,0.0,0.0,54.0,100.0,True,54.0,False,gemma,startup,3.6218438,38,4.787172,4.745684,0.05128205128205128,81,0.1205121427774429,per layer,"{""attn.o_proj.max_weight"": 0.9822008771775055, ""attn.o_proj.max_weight_position"": 29.039957049912342, ""attn.o_proj.min_weight"": 0.6786047308856499, ""attn.o_proj.min_weight_distance"": 4.809321506641856, ""direction_index"": 40.152229809377644, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.3051969775316312, ""mlp.down_proj.max_weight_position"": 31.682130278182054, ""mlp.down_proj.min_weight"": 0.615137672033594, ""mlp.down_proj.min_weight_distance"": 14.165996240019785}",0.1277808547019958,9,9,9,7,7.524423234513417,1000391745.5486616,29.00697117816709,8.90611506029158,7.524423234513417,1000391745.5486614,28,28,28,28,29.5954256498072,11633319210.6517,31.542770858891107,27.49609852245477,29.595425649807197,11633319210.6517,28,28,28,28,37.11984888432061,15531663973.343063,31.028748560600697,24.493192262255587,37.11984888432061,15531663973.34306,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
59,100,96,83,86,10,0,83,100.0,1.0,100.0,84.0,10.0,6.0,0.0,0.0,0.0,84.0,100.0,True,84.0,False,gemma,startup,1.9887612,74,3.4930358,4.269464,0.0,96,0.0067393244244158,per layer,"{""attn.o_proj.max_weight"": 0.9140407262271384, ""attn.o_proj.max_weight_position"": 37.234499068830424, ""attn.o_proj.min_weight"": 0.19806400799400048, ""attn.o_proj.min_weight_distance"": 27.7249000183254, ""direction_index"": 23.44505402202606, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.13853397475972695, ""mlp.down_proj.max_weight_position"": 33.614878898431776, ""mlp.down_proj.min_weight"": 0.7051025221187837, ""mlp.down_proj.min_weight_distance"": 9.57752301962177}",0.0070855808444321,38,35,26,12,23.1741218321206,8105078978.577891,31.84289914883628,33.9109719809654,23.1741218321206,8105078978.577891,18,0,0,0,2.246604055682596,103812141.71000724,33.93419067522849,18.81590507234338,2.2466040556825955,103812141.71000724,38,35,26,17,25.4207258878032,9668200428.661554,32.02772093738566,32.96733507017664,25.4207258878032,9668200428.661554,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
60,100,82,53,67,15,0,53,100.0,1.0,100.0,53.0,37.0,10.0,0.0,0.0,0.0,53.0,100.0,True,53.0,False,gemma,tpe,3.8584695,40,4.800063,4.917005,0.08974358974358974,80,0.0273368339985609,per layer,"{""attn.o_proj.max_weight"": 1.422819125358103, ""attn.o_proj.max_weight_position"": 35.941604785695034, ""attn.o_proj.min_weight"": 0.5741802634567652, ""attn.o_proj.min_weight_distance"": 24.196443074995685, ""direction_index"": 35.415687601328514, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": -0.08712812520317086, ""mlp.down_proj.max_weight_position"": 40.99723130185444, ""mlp.down_proj.min_weight"": 0.9867023446871426, ""mlp.down_proj.min_weight_distance"": 26.98285862518095}",0.0288314335048198,36,36,36,36,42.07461355608764,22009001323.071453,30.689156182341453,35.24855846769826,42.074613556087634,22009001323.07145,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,36,36,36,36,42.07461355608764,22009001323.071453,30.689156182341453,35.24855846769826,42.074613556087634,22009001323.07145,1.0,art_0XmNBGkzsJc_ replay,False,False,False,False,False,
61,100,93,73,78,15,0,73,100.0,1.0,100.0,70.0,23.0,7.0,0.0,0.0,0.0,70.0,100.0,True,70.0,False,gemma,tpe,2.5214636,59,4.155863,4.787447,0.0,93,0.0125266285613179,per layer,"{""attn.o_proj.max_weight"": 1.2056534337710303, ""attn.o_proj.max_weight_position"": 37.65754512549722, ""attn.o_proj.min_weight"": 0.42461746191281036, ""attn.o_proj.min_weight_distance"": 23.033275014137413, ""direction_index"": 35.2328021138878, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.06227674937229087, ""mlp.down_proj.max_weight_position"": 46.31410959429307, ""mlp.down_proj.min_weight"": 0.9904640847296078, ""mlp.down_proj.min_weight_distance"": 27.832511612614102}",0.0146230077371001,33,33,33,25,30.2528263682607,15038894832.517488,32.70558964748252,31.537174482965984,30.2528263682607,15038894832.517485,0,0,0,0,1.7977580017763604,53166236.1299087,33.02386560792056,28.999763844630355,1.7977580017763604,53166236.129908696,33,33,33,27,32.050584370037065,16872169361.83484,32.723442150514735,31.508121116947606,32.05058437003706,16872169361.83484,1.0,art_0XmNBGkzsJc_ replay,False,True,False,False,False,
62,100,85,62,60,25,0,62,100.0,1.0,100.0,63.0,28.0,9.0,0.0,0.0,0.0,63.0,100.0,True,63.0,False,gemma,tpe,3.5709388,33,4.9606605,4.650084,0.06944444444444445,83,0.1378389447927475,per layer,"{""attn.o_proj.max_weight"": 1.4179779005239577, ""attn.o_proj.max_weight_position"": 44.303277073532925, ""attn.o_proj.min_weight"": 0.7724465539789092, ""attn.o_proj.min_weight_distance"": 19.267241479494817, ""direction_index"": 37.81064287496484, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.2900859060209378, ""mlp.down_proj.max_weight_position"": 29.588073745573027, ""mlp.down_proj.min_weight"": 0.08888509295429053, ""mlp.down_proj.min_weight_distance"": 18.842632272697937}",0.1503104269504547,22,22,22,22,28.150056931095257,24842354726.44025,36.96688051252975,21.8770292877912,28.150056931095257,24842354726.440247,37,34,26,18,26.362296319362496,5575060723.503486,29.47591004327557,30.34426801217058,26.362296319362496,5575060723.503485,37,35,31,27,54.51235325045776,50607318965.49928,33.34423038912099,28.712697114516985,54.51235325045776,50607318965.49928,1.0,art_0XmNBGkzsJc_ replay,False,False,False,False,False,
63,100,87,66,71,16,0,66,100.0,1.0,100.0,65.0,23.0,12.0,0.0,0.0,0.0,65.0,100.0,True,65.0,False,gemma,tpe,3.2851293,44,4.456439,4.8267016,0.013888888888888888,87,0.0133337536826729,per layer,"{""attn.o_proj.max_weight"": 1.1871930022953738, ""attn.o_proj.max_weight_position"": 31.825260049518956, ""attn.o_proj.min_weight"": 0.6999250855415722, ""attn.o_proj.min_weight_distance"": 16.622310096727425, ""direction_index"": 29.06967053274347, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.40497195509525113, ""mlp.down_proj.max_weight_position"": 42.459317835940816, ""mlp.down_proj.min_weight"": 0.019621696036595165, ""mlp.down_proj.min_weight_distance"": 15.570176216484004}",0.0147991692647337,32,32,32,32,32.50362275124142,13416356829.692957,31.554903313976048,31.698621822192987,32.50362275124142,13416356829.692951,17,11,0,0,4.933196309329522,1410236544.500566,39.82606322596338,16.6781863907308,4.933196309329522,1410236544.500566,32,32,32,32,37.43681906057095,22940187014.54737,32.64482645850584,31.314021861596373,37.43681906057094,22940187014.54737,1.0,art_0XmNBGkzsJc_ replay,False,False,False,False,False,
